Row ID;Row Name;Unk0;Unk1;Unk2;Unk3;Unk4;Unk5;Unk6;Unk7;Unk8
0;;0;1596993631;1298088784;1600482401;1853189977;1699635047;1634890869;108;0
1;;0;1597059167;1298088784;1600482401;1853189977;1698979687;1919250533;0;0
2;;0;1597124703;1298088784;1600482401;1970561357;1314874738;1920234853;27745;0
3;;0;1597190239;1298088784;1600482401;1970561357;1147102578;1701864805;114;0
4;;0;1597255775;1298088784;1600482401;1684367169;1969573471;1818325620;0;0
5;;0;1597321311;1298088784;1600482401;1684367169;1701135455;7497072;0;0
10;;0;1596993887;1180648272;1818324325;1868128101;1600614005;1953850702;7102834;0
11;;0;1597059423;1180648272;1818324325;1868128101;1600614005;1885693252;29285;0
12;;0;1597124959;1180648272;1818324325;1632460645;1701999988;1969573471;1818325620;0
13;;0;1597190495;1180648272;1818324325;1632460645;1701999988;1701135455;7497072;0
14;;0;1597256031;1180648272;1818324325;1732337509;1314874469;1920234853;27745;0
15;;0;1597321567;1180648272;1818324325;1732337509;1147102309;1701864805;114;0
50;;0;1596994911;1598246990;1701601613;1970231647;26478;0;0;0
51;;0;1597060447;1598246990;1701601613;1684622687;6646884;0;0;0
52;;0;1597125983;1598246990;1701601613;1684819807;0;0;0;0
60;;0;1596995167;1598246990;1634559302;1499424108;1735292271;0;0;0
61;;0;1597060703;1598246990;1634559302;1298097516;1818518633;101;0;0
62;;0;1597126239;1598246990;1634559302;1331651948;25708;0;0;0
100;;0;1598246990;808674166;48;0;0;0;0;0
101;;0;1598246990;808674166;49;0;0;0;0;0
102;;0;1598246990;808674166;50;0;0;0;0;0
103;;0;1598246990;808674166;51;0;0;0;0;0
104;;0;1598246990;808674166;52;0;0;0;0;0
105;;0;1598246990;808674166;53;0;0;0;0;0
106;;0;1598246990;808674166;54;0;0;0;0;0
107;;0;1598246990;808674166;55;0;0;0;0;0
108;;0;1598246990;808674166;56;0;0;0;0;0
109;;0;1598246990;808674166;57;0;0;0;0;0
110;;0;1598246990;825451382;48;0;0;0;0;0
111;;0;1598246990;825451382;49;0;0;0;0;0
112;;0;1598246990;825451382;50;0;0;0;0;0
113;;0;1598246990;825451382;51;0;0;0;0;0
114;;0;1598246990;825451382;52;0;0;0;0;0
115;;0;1598246990;825451382;53;0;0;0;0;0
116;;0;1598246990;825451382;54;0;0;0;0;0
117;;0;1598246990;825451382;55;0;0;0;0;0
118;;0;1598246990;825451382;56;0;0;0;0;0
119;;0;1598246990;825451382;57;0;0;0;0;0
120;;0;1598246990;842228598;48;0;0;0;0;0
121;;0;1598246990;842228598;49;0;0;0;0;0
122;;0;1598246990;842228598;50;0;0;0;0;0
123;;0;1598246990;842228598;51;0;0;0;0;0
124;;0;1598246990;842228598;52;0;0;0;0;0
125;;0;1598246990;842228598;53;0;0;0;0;0
126;;0;1598246990;842228598;54;0;0;0;0;0
127;;0;1598246990;842228598;55;0;0;0;0;0
128;;0;1598246990;842228598;56;0;0;0;0;0
129;;0;1598246990;842228598;57;0;0;0;0;0
130;;0;1598246990;859005814;48;0;0;0;0;0
131;;0;1598246990;859005814;49;0;0;0;0;0
132;;0;1598246990;859005814;50;0;0;0;0;0
133;;0;1598246990;859005814;51;0;0;0;0;0
134;;0;1598246990;859005814;52;0;0;0;0;0
135;;0;1598246990;859005814;53;0;0;0;0;0
136;;0;1598246990;859005814;54;0;0;0;0;0
137;;0;1598246990;859005814;55;0;0;0;0;0
138;;0;1598246990;859005814;56;0;0;0;0;0
139;;0;1598246990;859005814;57;0;0;0;0;0
140;;0;1598246990;875783030;48;0;0;0;0;0
141;;0;1598246990;875783030;49;0;0;0;0;0
142;;0;1598246990;875783030;50;0;0;0;0;0
143;;0;1598246990;875783030;51;0;0;0;0;0
144;;0;1598246990;875783030;52;0;0;0;0;0
145;;0;1598246990;875783030;53;0;0;0;0;0
146;;0;1598246990;875783030;54;0;0;0;0;0
147;;0;1598246990;875783030;55;0;0;0;0;0
148;;0;1598246990;875783030;56;0;0;0;0;0
149;;0;1598246990;875783030;57;0;0;0;0;0
150;;0;1598246990;892560246;48;0;0;0;0;0
151;;0;1598246990;892560246;49;0;0;0;0;0
152;;0;1598246990;892560246;50;0;0;0;0;0
153;;0;1598246990;892560246;51;0;0;0;0;0
154;;0;1598246990;892560246;52;0;0;0;0;0
155;;0;1598246990;892560246;53;0;0;0;0;0
156;;0;1598246990;892560246;54;0;0;0;0;0
157;;0;1598246990;892560246;55;0;0;0;0;0
158;;0;1598246990;892560246;56;0;0;0;0;0
159;;0;1598246990;892560246;57;0;0;0;0;0
160;;0;1598246990;909337462;48;0;0;0;0;0
161;;0;1598246990;909337462;49;0;0;0;0;0
162;;0;1598246990;909337462;50;0;0;0;0;0
163;;0;1598246990;909337462;51;0;0;0;0;0
164;;0;1598246990;909337462;52;0;0;0;0;0
165;;0;1598246990;909337462;53;0;0;0;0;0
166;;0;1598246990;909337462;54;0;0;0;0;0
167;;0;1598246990;909337462;55;0;0;0;0;0
168;;0;1598246990;909337462;56;0;0;0;0;0
169;;0;1598246990;909337462;57;0;0;0;0;0
170;;0;1598246990;926114678;48;0;0;0;0;0
171;;0;1598246990;926114678;49;0;0;0;0;0
172;;0;1598246990;926114678;50;0;0;0;0;0
173;;0;1598246990;926114678;51;0;0;0;0;0
174;;0;1598246990;926114678;52;0;0;0;0;0
175;;0;1598246990;926114678;53;0;0;0;0;0
176;;0;1598246990;926114678;54;0;0;0;0;0
177;;0;1598246990;926114678;55;0;0;0;0;0
178;;0;1598246990;926114678;56;0;0;0;0;0
179;;0;1598246990;926114678;57;0;0;0;0;0
180;;0;1598246990;942891894;48;0;0;0;0;0
181;;0;1598246990;942891894;49;0;0;0;0;0
182;;0;1598246990;942891894;50;0;0;0;0;0
183;;0;1598246990;942891894;51;0;0;0;0;0
184;;0;1598246990;942891894;52;0;0;0;0;0
185;;0;1598246990;942891894;53;0;0;0;0;0
186;;0;1598246990;942891894;54;0;0;0;0;0
187;;0;1598246990;942891894;55;0;0;0;0;0
188;;0;1598246990;942891894;56;0;0;0;0;0
189;;0;1598246990;942891894;57;0;0;0;0;0
190;;0;1598246990;959669110;48;0;0;0;0;0
191;;0;1598246990;959669110;49;0;0;0;0;0
192;;0;1598246990;959669110;50;0;0;0;0;0
193;;0;1598246990;959669110;51;0;0;0;0;0
194;;0;1598246990;959669110;52;0;0;0;0;0
195;;0;1598246990;959669110;53;0;0;0;0;0
196;;0;1598246990;959669110;54;0;0;0;0;0
197;;0;1598246990;959669110;55;0;0;0;0;0
198;;0;1598246990;959669110;56;0;0;0;0;0
199;;0;1598246990;959669110;57;0;0;0;0;0
200;;0;1598246990;808739702;48;0;0;0;0;0
201;;0;1598246990;808739702;49;0;0;0;0;0
202;;0;1598246990;808739702;50;0;0;0;0;0
203;;0;1598246990;808739702;51;0;0;0;0;0
204;;0;1598246990;808739702;52;0;0;0;0;0
205;;0;1598246990;808739702;53;0;0;0;0;0
206;;0;1598246990;808739702;54;0;0;0;0;0
207;;0;1598246990;808739702;55;0;0;0;0;0
208;;0;1598246990;808739702;56;0;0;0;0;0
209;;0;1598246990;808739702;57;0;0;0;0;0
210;;0;1598246990;825516918;48;0;0;0;0;0
