Row ID;Row Name;Unk0;Unk1;Unk2;Unk3;Unk4;Unk5;Unk6;Unk7;Unk8
203000;;1;858796643;48;0;0;0;0;0;0
203001;;1;858796643;4349744;0;0;0;0;0;0
211000;;1;825307747;48;0;0;0;0;0;0
212000;;1;842084963;48;0;0;0;0;0;0
213000;;0;858862179;4284208;0;0;0;0;0;0
213001;;1;858862179;4349744;0;0;0;0;0;0
219000;;1;959525475;48;0;0;0;0;0;0
356000;;1;909456227;48;0;0;0;0;0;0
451000;;1;825570403;48;0;0;0;0;0;0
452000;;1;842347619;48;0;0;0;0;0;0
467000;;1;926299235;48;0;0;0;0;0;0
471000;;1;825701475;48;0;0;0;0;0;0
472000;;1;842478691;48;0;0;0;0;0;0
472001;;1;842478691;4349744;0;0;0;0;0;0
473000;;1;859255907;48;0;0;0;0;0;0
475000;;1;892810339;48;0;0;0;0;0;0
476000;;1;909587555;48;0;0;0;0;0;0
480000;;1;808989795;48;0;0;0;0;0;0
920100;;1;1113876813;1601401711;1952539972;1852131176;29557;0;0;0
920200;;0;1113876813;1601401711;1701147220;1734962763;7566440;0;0;0
920300;;0;1113876813;1601401711;1702263127;28274;0;0;0;0
920400;;1;1113876813;1601401711;1699899221;1852399981;115;0;0;0
920500;;1;1113876813;1601401711;1769103683;1867673185;7102841;0;0;0
920600;;1;1113876813;1601401711;1701147220;1835360580;28271;0;0;0
920700;;1;1113876813;1601401711;1702130497;114;0;0;0;0
920800;;1;1113876813;1601401711;1702126925;1667854959;1852797513;1935762754;116;0
920900;;0;1113876813;1601401711;1702060354;1953391981;1836019538;0;0;0
921000;;1;1113876813;1601401711;1802658116;1734962763;7566440;0;0;0
921100;;1;1113876813;1601401711;1131898190;1818456681;101;0;0;0
921200;;1;1113876813;1601401711;1701147203;31088;0;0;0;0
921300;;1;1113876813;1601401711;1818585414;1634878564;7237479;0;0;0
921400;;1;1113876813;1601401711;1718382423;0;0;0;0;0
921500;;1;1113876813;1601401711;1667329090;1870091115;25714;0;0;0
921600;;1;1113876813;1601401711;1835360580;1750101615;1869901409;109;0;0
921700;;1;1113876813;1601401711;1885693252;1869573186;100;0;0;0
925000;;0;1113876813;1601401711;1668442435;1984259436;7630437;0;0;0
930000;;0;1113876813;1601401711;1635017027;1651339107;115;0;0;0
931000;;0;1113876813;1601401711;1702256963;0;0;0;0;0
932000;;0;1113876813;1601401711;1852732756;27749;0;0;0;0
950000;;1;1113876813;1601401711;1953656646;1936942450;0;0;0;0
10000000;;1;1701736270;0;0;0;0;0;0;0
10000001;;1;1835483743;1701603667;29806;0;0;0;0;0
10000002;;1;858796643;48;0;0;0;0;0;0
10000003;;1;842084963;48;0;0;0;0;0;0
10000004;;1;858862179;4284208;0;0;0;0;0;0
10000005;;1;858862179;4349744;0;0;0;0;0;0
10000006;;1;909456227;48;0;0;0;0;0;0
10000007;;1;926299235;48;0;0;0;0;0;0
10000008;;1;842478691;48;0;0;0;0;0;0
10000009;;1;859255907;48;0;0;0;0;0;0
10000010;;1;892810339;48;0;0;0;0;0;0
10000011;;1;1113876813;1601401711;1635017027;1651339107;115;0;0;0
10000012;;1;1113876813;1601401711;1702256963;0;0;0;0;0
10000013;;1;1113876813;1601401711;1953656646;1936942450;0;0;0;0
10000014;;1;1818585414;1920226148;1164406383;2037212526;65;0;0;0
10000015;;1;1818585414;1920226148;1164406383;2037212526;66;0;0;0
10000016;;1;1113876813;1601401711;1852732756;27749;0;0;0;0
10000017;;1;1113876813;1601401711;1952539972;1852131176;29557;0;0;0
10000018;;1;1113876813;1601401711;1701147220;1734962763;7566440;0;0;0
10000019;;1;1835483743;1701603667;1298101358;1467249513;7105633;0;0;0
10000020;;1;1113876813;1601401711;1668442435;1984259436;7630437;0;0;0
10000021;;1;825701475;48;0;0;0;0;0;0
10000022;;1;1113876813;1601401711;1702263127;28274;0;0;0;0
10000023;;1;1113876813;1601401711;1699899221;1852399981;115;0;0;0
10000024;;1;842478691;4349744;0;0;0;0;0;0
10000025;;1;858796643;4349744;0;0;0;0;0;0
10000026;;1;808989795;48;0;0;0;0;0;0
10000027;;1;825570403;48;0;0;0;0;0;0
10000028;;1;1113876813;1601401711;1701147220;1835360580;28271;0;0;0
10000029;;1;1113876813;1601401711;1702130497;114;0;0;0;0
10000030;;1;1113876813;1601401711;1702126925;1667854959;1852797513;1935762754;116;0
10000031;;1;1113876813;1601401711;1702060354;1953391981;1836019538;0;0;0
10000032;;1;825307747;48;0;0;0;0;0;0
10000033;;1;959525475;48;0;0;0;0;0;0
10000034;;1;842347619;48;0;0;0;0;0;0
10000035;;1;909587555;48;0;0;0;0;0;0
10000036;;1;1113876813;1601401711;1769103683;1867673185;7102841;0;0;0
10000037;;1;1113876813;1601401711;1802658116;1734962763;7566440;0;0;0
10000038;;1;1113876813;1601401711;1131898190;1818456681;101;0;0;0
10000039;;1;1113876813;1601401711;1701147203;31088;0;0;0;0
10000040;;1;1113876813;1601401711;1818585414;1634878564;7237479;0;0;0
10000041;;1;1113876813;1601401711;1718382423;0;0;0;0;0
10000042;;1;1113876813;1601401711;1667329090;1870091115;25714;0;0;0
10000043;;1;1113876813;1601401711;1835360580;1750101615;1869901409;109;0;0
10000044;;1;1113876813;1601401711;1885693252;1869573186;100;0;0;0
10000045;;1;1852143173;1936671348;1699897203;1987208563;942695525;0;0;0
10000046;;1;1852143173;1936671348;1699897203;1987208563;959472741;0;0;0
10000047;;1;1852143173;1936671348;1699897203;1987208563;808543333;0;0;0
10000048;;1;1852143173;1936671348;1699897203;1987208563;825320549;0;0;0
10000049;;1;1852143173;1936671348;1699897203;1987208563;842097765;0;0;0
10000050;;1;1852143173;1936671348;1699897203;1987208563;858874981;0;0;0
10000051;;1;1852143173;1936671348;1699897203;1987208563;875652197;0;0;0
10000052;;1;1852143173;1936671348;1699897203;1987208563;892429413;0;0;0
10000053;;1;1818585414;1936671332;1984716659;12848;0;0;0;0
10000054;;1;1818585414;1936671332;1984716659;13104;0;0;0;0
10000055;;1;1818585414;1936671332;1984716659;13360;0;0;0;0
10000056;;1;1818585414;1936671332;1984716659;13616;0;0;0;0
