Row ID;Row Name;Act Type 0;Act Type 1;Attack Type 0;Unk1;Index;Unk2;Unk4;Usage Priority;Unk6;Text ID;Unk7;Unk8;FP Cost;Attack Type 1;Attack Type 2;Attack Type 3;Attack Type 4;Unk9;Unk10;Unk11
0;;0;0;0;0;0;0;1;0;0;4464;1;0;0;0;0;0;0;0;0;-1
1;;0;0;0;0;255;0;1;2;-1;10;0;0;0;0;0;0;0;0;0;-1
10;No Skill;0;0;0;0;255;1;1;3;-1;10;0;-1;-1;255;255;255;255;0;0;90000000
100;Lion's Claw;0;0;0;0;0;2;1;3;-1;100;0;-1;20;255;255;255;255;0;21000;11000000
101;Impaling Thrust;1;0;0;0;1;2;1;3;-1;101;0;-1;9;255;255;255;255;0;0;11000000
102;Piercing Fang;0;0;0;0;2;2;1;3;-1;102;0;-1;16;255;255;255;255;0;0;11000000
103;Spinning Slash;0;0;0;0;3;2;1;3;-1;103;0;-1;6;255;255;12;0;0;0;12001003
104;%null%;1;0;0;0;4;1;1;3;-1;104;0;-1;8;255;255;14;0;0;0;12001003
105;Charge Forth;0;0;0;0;5;2;1;3;-1;105;0;-1;16;255;255;255;255;0;0;11003000
106;Stamp (Upward Cut);0;0;0;0;6;2;1;3;-1;106;0;-1;5;255;255;8;0;0;0;12001100
107;Stamp (Sweep);1;0;0;0;7;2;1;3;-1;107;0;-1;5;255;255;8;0;0;0;12001100
108;Blood Tax;0;0;0;0;8;2;1;3;-1;108;0;-1;14;255;255;255;255;0;0;12000000
109;Repeating Thrust;0;0;0;0;9;2;1;3;-1;109;0;-1;7;255;255;255;255;0;0;12000000
110;Wild Strikes;0;0;0;0;10;2;1;3;-1;110;0;-1;2;10;0;15;0;0;21030;12004004
111;Spinning Strikes;1;0;0;0;11;2;1;3;-1;111;0;-1;2;10;0;15;0;0;0;12004003
112;Double Slash;1;0;0;0;12;1;1;3;-1;112;0;-1;6;255;255;3;0;0;0;11001203
113;Prelate's Charge;1;0;0;0;13;2;1;3;-1;113;0;-1;7;255;255;7;0;0;0;11003000
114;Unsheathe;0;0;0;0;14;2;1;3;-1;114;0;-1;0;10;0;15;0;0;0;11004003
115;Square Off;0;0;0;0;15;2;1;3;-1;115;0;-1;0;6;0;8;0;0;0;11004003
116;Giant Hunt;0;0;0;0;16;2;1;3;-1;116;0;-1;16;255;255;255;255;0;21062;11000000
117;Torch Attack;1;0;0;0;17;2;1;12;-1;117;0;-1;0;255;255;255;255;0;21062;12000004
118;Loretta's Slash;1;0;0;0;18;2;1;3;-1;118;0;-1;14;255;255;255;255;0;21062;11000000
119;Poison Moth Flight;1;0;0;0;19;2;1;3;-1;119;0;-1;7;255;255;255;255;0;0;12000000
120;Spinning Weapon;1;0;0;0;20;2;1;3;-1;120;0;-1;12;255;255;255;255;0;21062;12004005
121;%null%;1;0;0;0;21;2;1;3;-1;121;0;-1;14;255;255;255;255;0;0;11004000
122;Storm Assault;1;0;0;0;22;2;1;3;-1;122;0;-1;22;255;255;255;255;0;21062;12000000
123;Stormcaller;1;0;0;0;23;2;1;3;-1;123;0;-1;9;255;255;11;0;0;0;12001202
124;Sword Dance;1;0;0;0;24;2;1;3;-1;124;0;-1;6;255;255;6;0;0;0;11000000
125;Spinning Chain;1;0;0;0;25;2;1;3;-1;125;0;-1;8;8;0;10;0;0;0;12000000
200;Glintblade Phalanx;0;0;0;0;50;2;1;3;-1;200;0;-1;10;255;255;4;0;0;21001;11001101
201;Sacred Blade;1;0;0;0;51;2;1;3;-1;201;0;-1;19;255;255;255;255;0;0;11000000
202;Ice Spear;1;0;0;0;52;2;1;3;-1;202;0;-1;15;255;255;255;255;0;0;10000000
203;Glintstone Pebble;1;0;0;0;53;2;1;3;-1;203;0;-1;8;255;255;4;0;0;0;11001102
204;Bloody Slash;1;0;0;0;54;2;1;3;-1;204;0;-1;6;255;255;255;255;0;0;11000000
205;Lifesteal Fist;1;0;0;0;55;2;1;3;-1;205;0;-1;14;255;255;255;255;0;0;12000000
207;Eruption;1;0;0;0;56;2;1;3;-1;207;0;-1;14;255;255;255;255;0;0;12000000
208;Prayerful Strike;1;0;0;0;57;2;1;3;-1;208;0;-1;20;255;255;255;255;0;0;12000000
209;Gravitas;0;0;0;0;58;2;1;3;-1;209;0;-1;13;255;255;255;255;0;21011;11000000
210;Storm Blade;0;0;0;0;59;2;1;3;-1;210;0;-1;10;255;255;6;0;0;21014;10001200
212;Earthshaker;1;0;0;0;61;2;1;3;-1;212;0;-1;10;255;255;5;0;0;0;11001103
213;Golden Land;1;0;0;0;62;2;1;3;-1;213;0;-1;16;255;255;5;0;0;0;11001103
214;Flaming Strike;1;0;0;0;63;2;1;3;-1;214;0;-1;4;255;255;10;0;0;0;12001103
216;Thunderbolt;0;0;0;0;64;2;1;3;-1;216;0;-1;10;255;255;10;0;0;21028;10001200
217;Lightning Slash;1;0;0;0;65;2;1;3;-1;217;0;-1;10;255;255;15;0;0;0;12000000
218;Carian Grandeur;1;0;0;0;66;2;1;3;-1;218;0;-1;26;255;255;255;255;0;0;12002000
219;Carian Greatsword;0;0;0;0;67;2;1;3;-1;219;0;-1;16;255;255;255;255;0;21033;12002000
220;Vacuum Slice;1;0;0;0;68;2;1;3;-1;220;0;-1;18;255;255;255;255;0;0;10000000
221;Black Flame Tornado;1;0;0;0;69;2;1;3;-1;221;0;-1;30;255;255;255;255;0;0;12002000
222;Sacred Ring of Light;1;0;0;0;70;2;1;3;-1;222;0;-1;9;255;255;9;0;0;0;11001201
223;Firebreather;1;0;0;0;71;2;1;0;-1;223;0;-1;8;255;255;255;255;0;0;11003000
224;Blood Blade;1;0;0;0;72;2;1;3;-1;224;0;-1;3;255;255;3;0;0;0;11001201
225;Phantom Slash;1;0;0;0;73;2;1;3;-1;225;0;-1;8;255;255;8;0;0;0;11001002
226;Spectral Lance;1;0;0;0;74;2;1;3;-1;226;0;-1;9;255;255;255;255;0;0;10000000
227;Chilling Mist;1;0;0;0;75;2;1;3;-1;227;0;-1;14;255;255;255;255;0;0;11000000
228;Poisonous Mist;1;0;0;0;76;2;1;3;-1;228;0;-1;14;255;255;255;255;0;0;11000000
300;Shield Bash;0;0;0;0;90;2;1;0;-1;300;0;-1;10;255;255;255;255;3;0;42000000
301;Barricade Shield;0;0;0;0;91;2;1;0;-1;301;0;-1;12;255;255;255;255;0;0;42000000
302;Parry;0;0;0;0;92;2;1;0;-1;302;0;-1;0;255;255;255;255;0;21055;42000000
303;Buckler Parry;0;0;0;0;93;2;1;0;-1;303;0;-1;0;255;255;255;255;0;21055;42000000
305;Carian Retaliation;0;0;0;0;95;2;1;0;-1;305;0;-1;8;255;255;255;255;0;0;42000000
306;Storm Wall;1;0;0;0;96;2;1;0;-1;306;0;-1;3;255;255;255;255;0;0;42000000
307;Golden Parry;1;0;0;0;97;2;1;0;-1;307;0;-1;4;255;255;255;255;0;21055;42000000
308;Shield Crash;1;0;0;0;98;2;1;0;-1;308;0;-1;12;255;255;255;255;3;0;11003000
309;Thops's Barrier;1;0;0;0;99;2;1;0;-1;309;0;-1;0;255;255;255;255;0;0;42000000
400;Through and Through;1;0;0;0;100;2;1;2;-1;400;0;-1;0;9;0;9;0;0;0;10004200
401;Barrage;0;0;0;0;101;2;1;2;-1;401;0;-1;0;2;0;2;0;0;0;10004100
402;Mighty Shot;0;0;0;0;102;2;1;2;-1;402;0;-1;0;6;0;6;0;0;0;10004100
404;Enchanted Shot;1;0;0;0;103;2;1;2;-1;404;0;-1;0;8;0;8;0;0;0;10004100
405;Sky Shot;1;0;0;0;108;2;1;2;-1;405;0;-1;0;3;0;3;0;0;0;10004200
406;Rain of Arrows;1;0;0;0;105;2;1;2;-1;406;0;-1;0;20;0;20;0;0;0;10004200
407;%null%;1;0;0;0;106;2;1;2;-1;407;0;-1;0;8;0;8;0;0;0;10004100
501;Hoarfrost Stomp;1;0;0;0;110;2;1;3;-1;501;0;-1;10;255;255;255;255;0;21042;11001200
502;Storm Stomp;0;0;0;0;111;2;1;3;-1;502;0;-1;6;255;255;255;255;0;21042;12000000
503;Kick;0;0;0;0;112;2;1;3;-1;503;0;-1;0;255;255;255;255;0;21045;12000004
504;Lightning Ram;1;0;0;0;113;1;1;3;-1;504;0;-1;5;255;255;5;0;0;0;12000000
505;Flame of the Redmanes;1;0;0;0;114;1;1;3;-1;505;0;-1;14;255;255;255;255;0;0;11000000
506;Ground Slam;1;0;0;0;115;2;1;3;-1;506;0;-1;14;255;255;255;255;0;21062;11000000
507;Golden Slam;1;0;0;0;116;2;1;3;-1;507;0;-1;22;255;255;255;255;0;21062;11000000
508;Waves of Darkness;1;0;0;0;117;2;1;3;-1;508;0;-1;16;255;255;5;0;0;21062;11001103
509;Hoarah Loux's Earthshaker;1;0;0;0;118;2;1;3;-1;509;0;-1;16;255;255;16;0;0;21062;11000000
600;Determination;0;0;0;0;130;1;1;3;-1;600;0;-1;10;255;255;255;255;0;21017;30010000
601;Royal Knight's Resolve;1;0;0;0;131;1;1;3;-1;601;0;-1;15;255;255;255;255;0;21017;30010000
602;Assassin's Gambit;1;0;0;0;132;2;1;3;-1;602;0;-1;5;255;255;255;255;0;0;30000000
603;Golden Vow;1;0;0;0;133;2;1;3;-1;603;0;-1;40;255;255;255;255;0;0;30000000
604;Sacred Order;1;0;0;0;134;2;1;3;-1;604;0;-1;18;255;255;255;255;0;0;30010000
605;Shared Order;1;0;0;0;135;2;1;3;-1;605;0;-1;20;255;255;255;255;0;0;30010000
606;Seppuku;1;0;0;0;136;2;1;3;-1;606;0;-1;4;255;255;255;255;0;21062;30010000
607;Cragblade;1;0;0;0;137;2;1;3;-1;607;0;-1;16;255;255;255;255;0;21062;30010000
650;Barbaric Roar;0;0;0;0;140;2;1;3;-1;650;0;-1;16;255;255;255;255;0;21050;30010000
651;War Cry;1;0;0;0;141;2;1;3;-1;651;0;-1;16;255;255;255;255;0;21050;30010000
652;Beast's Roar;1;0;0;0;142;2;1;3;-1;652;0;-1;10;255;255;255;255;0;21050;10000000
653;Troll's Roar;1;0;0;0;143;2;1;3;-1;653;0;-1;22;255;255;255;255;0;21050;30010002
654;Braggart's Roar;1;0;0;0;144;2;1;3;-1;654;0;-1;16;255;255;255;255;0;0;30010000
700;Endure;0;0;0;0;150;2;1;3;-1;700;0;-1;9;255;255;255;255;0;0;30000000
701;Vow of the Indomitable;1;0;0;0;151;2;1;0;-1;701;0;-1;20;255;255;255;255;0;0;41000000
702;Holy Ground;0;0;0;0;152;2;1;0;-1;702;0;-1;30;255;255;255;255;0;21054;30200000
800;Quickstep;0;0;0;0;155;1;1;3;-1;800;0;-1;3;255;255;255;255;0;21058;40000000
801;Bloodhound's Step;1;0;0;0;156;1;1;3;-1;801;0;-1;5;255;255;255;255;0;0;40000000
802;Raptor of the Mists;1;0;0;0;157;1;1;3;-1;802;0;-1;14;255;255;255;255;0;0;41001104
850;White Shadow's Lure;1;0;0;0;160;1;1;3;-1;850;0;-1;15;255;255;255;255;0;0;11010000
1000;Surge of Faith;1;0;0;0;200;2;1;3;-1;1000;0;-1;15;255;255;15;0;0;21000;12000000
1001;Flame Spit;1;0;0;0;201;2;1;0;-1;1001;0;-1;28;255;255;255;255;0;21000;10002000
1002;Tongues of Fire;1;0;0;0;202;2;1;0;-1;1002;0;-1;5;255;255;255;255;0;21000;11004005
1003;Oracular Bubble;1;0;0;0;203;2;1;3;-1;1003;0;-1;6;255;255;6;0;0;21000;10000000
1004;Bubble Shower;1;0;0;0;204;2;1;3;-1;1004;0;-1;16;255;255;255;255;0;21000;11000000
1005;Great Oracular Bubble;1;0;0;0;205;2;1;3;-1;1005;0;-1;16;255;255;255;255;0;21000;10000000
1006;Sea of Magma;1;0;0;0;206;2;1;3;-1;1006;0;-1;5;255;255;5;0;0;21000;12000000
1007;Viper Bite;0;0;0;0;207;2;1;0;-1;1007;0;-1;8;255;255;255;255;0;21000;11000000
1008;Moonlight Greatsword;1;0;0;0;208;2;1;3;-1;1008;0;-1;40;255;255;255;255;0;21000;30010000
1009;Siluria's Woe;1;0;0;0;209;2;1;3;-1;1009;0;-1;25;255;255;255;255;0;21000;12002000
1010;Rallying Standard;1;0;0;0;210;2;1;3;-1;1010;0;-1;30;255;255;255;255;0;21000;30000000
1011;Bear Witness!;1;0;0;0;211;2;1;0;-1;1011;0;-1;20;255;255;255;255;0;21000;11000000
1012;Eochaid's Dancing Blade;1;0;0;0;212;2;1;3;-1;1012;0;-1;15;255;255;255;255;0;21000;12002000
1013;Soul Stifler;1;0;0;0;213;2;1;3;-1;1013;0;-1;12;255;255;255;255;0;21000;50000000
1014;Taker's Flames;1;0;0;0;214;2;1;3;-1;1014;0;-1;30;255;255;255;255;0;21000;11000000
1015;Shriek of Milos;1;0;0;0;215;2;1;3;-1;1015;0;-1;30;255;255;255;255;0;21000;30010000
1016;Reduvia Blood Blade;0;0;0;0;216;2;1;3;-1;1016;0;-1;6;255;255;6;0;0;21000;11001200
1017;Glintstone Dart;1;0;0;0;217;2;1;3;-1;1017;0;-1;10;255;255;4;0;0;21000;11001100
1018;Flowing Form;1;0;0;0;218;2;1;3;-1;1018;0;-1;9;255;255;255;255;0;21000;11000000
1019;Night-and-Flame Stance;1;0;0;0;219;2;1;3;-1;1019;0;-1;0;26;0;32;0;0;21000;11004000
1020;Wave of Gold;1;0;0;0;220;2;1;3;-1;1020;0;-1;50;255;255;255;255;0;21000;11000000
1021;Ruinous Ghostflame;1;0;0;0;221;2;1;3;-1;1021;0;-1;20;255;255;255;255;0;21000;30010000
1022;Establish Order;1;0;0;0;222;2;1;3;-1;1022;0;-1;20;255;255;20;0;0;21000;12001001
1023;Mists of Slumber;1;0;0;0;223;2;1;3;-1;1023;0;-1;20;255;255;255;255;0;21000;11000000
1024;Spearcall Ritual;1;0;0;0;224;2;1;3;-1;1024;0;-1;20;255;255;255;255;0;21000;10000000
1025;Wolf's Assault;1;0;0;0;225;2;1;3;-1;1025;0;-1;20;255;255;255;255;0;21000;11000000
1026;Thundercloud Form;1;0;0;0;226;2;1;3;-1;1026;0;-1;35;255;255;255;255;0;21000;11000000
1027;Cursed-Blood Slice;1;0;0;0;227;2;1;3;-1;1027;0;-1;20;255;255;20;0;0;21000;11001000
1028;Waterfowl Dance;1;0;0;0;228;2;1;3;-1;1028;0;-1;12;255;255;9;0;0;21000;11001200
1029;Gold Breaker;1;0;0;0;229;2;1;3;-1;1029;0;-1;31;255;255;255;255;0;21000;11000000
1030;I Command Thee, Kneel!;1;0;0;0;230;2;1;3;-1;1030;0;-1;15;255;255;15;0;0;21000;12001202
1031;Regal Roar;1;0;0;0;231;2;1;3;-1;1031;0;-1;25;255;255;255;255;0;21000;11000000
1032;Starcaller Cry;1;0;0;0;232;2;1;3;-1;1032;0;-1;20;255;255;20;0;0;21000;11001003
1033;Wave of Destruction;1;0;0;0;233;2;1;3;-1;1033;0;-1;25;255;255;255;255;0;21000;11000000
1034;Bloodboon Ritual;1;0;0;0;234;2;1;3;-1;1034;0;-1;20;255;255;20;0;0;21000;11001201
1035;Flowing Form;1;0;0;0;235;2;1;3;-1;1035;0;-1;16;255;255;255;255;0;21000;11000000
1036;Blade of Death;1;0;0;0;236;2;1;3;-1;1036;0;-1;25;255;255;255;255;0;21000;11000000
1037;Blade of Gold;1;0;0;0;237;2;1;3;-1;1037;0;-1;20;255;255;255;255;0;21000;11000000
1038;Destined Death;1;0;0;0;238;2;1;3;-1;1038;0;-1;40;255;255;255;255;0;21000;12000000
1039;Spinning Wheel;1;0;0;0;239;2;1;3;-1;1039;0;-1;3;255;255;255;255;0;21000;11004005
1040;Alabaster Lords' Pull;1;0;0;0;240;2;1;3;-1;1040;0;-1;15;255;255;255;255;0;21000;11000000
1041;Onyx Lords' Repulsion;1;0;0;0;241;2;1;3;-1;1041;0;-1;27;255;255;255;255;0;21000;11000000
1042;Oath of Vengeance;1;0;0;0;242;2;1;3;-1;1042;0;-1;20;255;255;255;255;0;21000;50000000
1043;Ice Lightning Sword;0;0;0;0;243;2;1;3;-1;1043;0;-1;25;255;255;255;255;0;21000;12000000
1044;Regal Beastclaw;1;0;0;0;244;2;1;3;-1;1044;0;-1;20;255;255;255;255;0;21000;11000000
1045;Flame Dance;1;0;0;0;245;2;1;3;-1;1045;0;-1;25;255;255;255;255;0;21000;11000000
1046;Claw Flick;1;0;0;0;246;2;1;3;-1;1046;0;-1;14;255;255;255;255;0;21000;12000000
1047;Nebula;1;0;0;0;247;2;1;3;-1;1047;0;-1;25;255;255;255;255;0;21000;11000000
1048;Ghostflame Ignition;1;0;0;0;248;2;1;3;-1;1048;0;-1;15;10;0;10;0;0;21000;12001103
1049;Ancient Lightning Spear;1;0;0;0;249;2;1;3;-1;1049;0;-1;35;255;255;255;255;0;21000;10000000
1050;Frenzyflame Thrust;1;0;0;0;250;2;1;3;-1;1050;0;-1;22;255;255;255;255;0;21000;11000000
1051;Miquella's Ring of Light;1;0;0;0;251;2;1;3;-1;1051;0;-1;11;255;255;11;0;0;21000;11001201
1052;Golden Tempering;1;0;0;0;252;2;1;3;-1;1052;0;-1;30;255;255;255;255;0;21000;30010000
1053;Last Rites;1;0;0;0;253;2;1;3;-1;1053;0;-1;25;255;255;255;255;0;21000;30010000
1054;Unblockable Blade;1;0;0;0;254;2;1;3;-1;1054;0;-1;25;255;255;255;255;0;21000;11000000
1055;Eochaid's Dancing Blade;1;0;0;0;212;2;1;3;-1;1055;0;-1;15;255;255;255;255;0;21000;12002000
1165;;1;0;0;0;165;2;1;3;-1;118;0;-1;14;255;255;255;255;0;21062;11000000
1166;;1;0;0;0;166;2;1;3;-1;103;0;-1;17;255;255;11;0;0;0;12001003
1167;Corpse Wax Cutter;1;0;0;0;167;2;1;3;-1;1167;0;-1;20;255;255;255;255;0;21000;11000000
1168;Zamor Ice Storm;1;0;0;0;168;2;1;3;-1;1168;0;-1;15;255;255;255;255;0;21000;12000000
1169;Radahn's Rain;1;0;0;0;169;2;1;3;-1;1169;0;-1;-1;32;0;255;255;0;21000;10004100
1170;The Queen's Black Flame;1;0;0;0;170;2;1;3;-1;1170;0;-1;15;255;255;15;0;0;21000;12001000
1171;Dynast's Finesse;1;0;0;0;171;2;1;3;-1;1171;0;-1;5;255;255;7;0;0;21000;12001602
1172;Magma Shower;1;0;0;0;172;2;1;3;-1;1172;0;-1;12;255;255;12;0;0;21000;12001003
1173;Nebula;1;0;0;0;173;2;1;3;-1;1173;0;-1;20;255;255;255;255;0;21000;11000000
1174;Death Flare;1;0;0;0;174;2;1;3;-1;1174;0;-1;16;255;255;16;0;0;21000;30010000
1175;Bloodhound's Finesse;1;0;0;0;175;2;1;3;-1;1175;0;-1;8;255;255;12;0;0;21000;12001602
1176;Magma Guillotine;1;0;0;0;176;2;1;3;-1;1176;0;-1;20;255;255;10;0;0;21000;11000000
1177;Corpse Piler;1;0;0;0;177;2;1;3;-1;1177;0;-1;17;255;255;9;0;0;21000;11001202
1178;Transient Moonlight;1;0;0;0;178;2;1;3;-1;1178;0;-1;0;15;0;20;0;0;21000;11004001
1179;Bloodblade Dance;1;0;0;0;179;2;1;3;-1;1179;0;-1;11;255;255;6;0;0;21000;11001000
