Row ID;Row Name;Unk0;Unk1;Unk2;Unk3;Unk4;Unk5;Unk6;Unk7
10000000;;0;1000;0;0;0;0;0;0
10010000;;1;1001;0;0;0;0;0;0
11000000;;1;1100;0;0;0;0;0;0
11050000;;1;1105;0;0;0;0;0;0
11100000;;1;1110;0;0;0;0;0;0
11710000;;1;1171;0;0;0;0;0;0
12010000;;1;1201;0;0;0;0;0;0
12020000;;1;1202;0;0;0;0;0;0
12030000;;1;1203;0;0;0;0;0;0
12040000;;1;1204;0;0;0;0;0;0
12050000;;1;1205;0;0;0;0;0;0
12060000;;1;1206;0;0;0;0;0;0
12070000;;1;1207;0;0;0;0;0;0
12080000;;1;1208;0;0;0;0;0;0
13000000;;1;1300;0;0;0;0;0;0
14000000;;1;1400;0;0;0;0;0;0
15000000;;1;1500;0;0;0;0;0;0
16000000;;1;1600;0;0;0;0;0;0
18000000;;0;1800;0;0;0;0;0;0
19000000;;1;1900;0;0;0;0;0;0
30000000;;1;3000;0;0;0;0;0;0
30010000;;1;3001;0;0;0;0;0;0
30020000;;0;3002;0;0;0;0;0;0
30030000;;1;3003;0;0;0;0;0;0
30040000;;0;3004;0;0;0;0;0;0
30050000;;1;3005;0;0;0;0;0;0
30060000;;1;3006;0;0;0;0;0;0
30070000;;1;3007;0;0;0;0;0;0
30080000;;1;3008;0;0;0;0;0;0
30090000;;1;3009;0;0;0;0;0;0
30100000;;1;3010;0;0;0;0;0;0
30110000;;1;3011;0;0;0;0;0;0
30120000;;1;3012;0;0;0;0;0;0
30130000;;1;3013;0;0;0;0;0;0
30140000;;1;3014;0;0;0;0;0;0
30150000;;1;3015;0;0;0;0;0;0
30160000;;1;3016;0;0;0;0;0;0
30170000;;1;3017;0;0;0;0;0;0
30180000;;1;3018;0;0;0;0;0;0
30190000;;1;3019;0;0;0;0;0;0
30200000;;1;3020;0;0;0;0;0;0
31000000;;1;3100;0;0;0;0;0;0
31010000;;1;3101;0;0;0;0;0;0
31020000;;1;3102;0;0;0;0;0;0
31030000;;0;3103;0;0;0;0;0;0
31040000;;1;3104;0;0;0;0;0;0
31050000;;1;3105;0;0;0;0;0;0
31060000;;1;3106;0;0;0;0;0;0
31070000;;1;3107;0;0;0;0;0;0
31080000;;1;3108;0;0;0;0;0;0
31090000;;1;3109;0;0;0;0;0;0
31100000;;1;3110;0;0;0;0;0;0
31110000;;1;3111;0;0;0;0;0;0
31120000;;1;3112;0;0;0;0;0;0
31130000;;1;3113;0;0;0;0;0;0
31140000;;1;3114;0;0;0;0;0;0
31150000;;0;3115;0;0;0;0;0;0
31170000;;1;3117;0;0;0;0;0;0
31180000;;1;3118;0;0;0;0;0;0
31190000;;1;3119;0;0;0;0;0;0
31200000;;1;3120;0;0;0;0;0;0
31210000;;1;3121;0;0;0;0;0;0
31220000;;1;3122;0;0;0;0;0;0
32000000;;1;3200;0;0;0;0;0;0
32010000;;0;3201;0;0;0;0;0;0
32020000;;1;3202;0;0;0;0;0;0
32030000;;1;3203;0;0;0;0;0;0
32040000;;1;3204;0;0;0;0;0;0
32050000;;1;3205;0;0;0;0;0;0
32060000;;1;3206;0;0;0;0;0;0
32070000;;1;3207;0;0;0;0;0;0
32080000;;1;3208;0;0;0;0;0;0
32090000;;1;3209;0;0;0;0;0;0
32100000;;1;3210;0;0;0;0;0;0
32110000;;1;3211;0;0;0;0;0;0
32120000;;1;3212;0;0;0;0;0;0
34100000;;1;3410;0;0;0;0;0;0
34110000;;1;3411;0;0;0;0;0;0
34120000;;1;3412;0;0;0;0;0;0
34130000;;1;3413;0;0;0;0;0;0
34140000;;1;3414;0;0;0;0;0;0
34150000;;1;3415;0;0;0;0;0;0
34160000;;1;3416;0;0;0;0;0;0
35000000;;1;3500;0;0;0;0;0;0
39200000;;1;3920;0;0;0;0;0;0
50523700;;1;31;0;0;0;0;0;0
60081002;;1;10;0;0;0;0;0;0
60081102;;1;10;0;0;0;0;0;0
60081202;;1;10;0;0;0;0;0;0
60091002;;1;10;0;0;0;0;0;0
60091102;;1;10;0;0;0;0;0;0
60182401;;1;10;0;0;0;0;0;0
60191901;;1;10;0;0;0;0;0;0
60192401;;1;10;0;0;0;0;0;0
60202001;;1;10;0;0;0;0;0;0
60202201;;1;10;0;0;0;0;0;0
60232001;;1;30;0;0;0;0;0;0
60241801;;1;30;0;0;0;0;0;0
60241901;;1;30;0;0;0;0;0;0
60242001;;1;30;0;0;0;0;0;0
60251701;;1;30;0;0;0;0;0;0
60251801;;1;30;0;0;0;0;0;0
60251901;;1;30;0;0;0;0;0;0
60252001;;1;30;0;0;0;0;0;0
60252101;;1;30;0;0;0;0;0;0
60252201;;1;30;0;0;0;0;0;0
60261701;;1;30;0;0;0;0;0;0
60261801;;1;31;0;0;0;0;0;0
60261901;;1;31;0;0;0;0;0;0
60262001;;1;30;0;0;0;0;0;0
60262101;;1;30;0;0;0;0;0;0
60262201;;1;30;0;0;0;0;0;0
60345200;;1;21;0;0;0;0;0;0
60345300;;1;21;0;0;0;0;0;0
60345400;;1;21;0;0;0;0;0;0
60345500;;1;21;0;0;0;0;0;0
60355200;;1;21;0;0;0;0;0;0
60355300;;1;21;0;0;0;0;0;0
60355400;;1;21;0;0;0;0;0;0
60355500;;1;21;0;0;0;0;0;0
60365000;;1;10;0;0;0;0;0;0
60365100;;1;20;0;0;0;0;0;0
60365200;;1;21;0;0;0;0;0;0
60365300;;1;21;0;0;0;0;0;0
60365400;;1;21;0;0;0;0;0;0
60365500;;1;21;0;0;0;0;0;0
60375000;;1;10;0;0;0;0;0;0
60375100;;1;20;0;0;0;0;0;0
60375200;;1;21;0;0;0;0;0;0
60375300;;1;21;0;0;0;0;0;0
60375400;;1;21;0;0;0;0;0;0
60375500;;1;21;0;0;0;0;0;0
60385000;;1;10;0;0;0;0;0;0
60385100;;1;20;0;0;0;0;0;0
60385200;;1;20;0;0;0;0;0;0
60385300;;1;21;0;0;0;0;0;0
60385400;;1;21;0;0;0;0;0;0
60385500;;1;21;0;0;0;0;0;0
60395000;;1;20;0;0;0;0;0;0
60395100;;1;20;0;0;0;0;0;0
60395200;;1;20;0;0;0;0;0;0
60395300;;1;20;0;0;0;0;0;0
60395400;;1;20;0;0;0;0;0;0
60395500;;1;20;0;0;0;0;0;0
60405000;;1;20;0;0;0;0;0;0
60405100;;1;20;0;0;0;0;0;0
60405200;;1;20;0;0;0;0;0;0
60405300;;1;20;0;0;0;0;0;0
60405400;;1;20;0;0;0;0;0;0
