UNFURLED
0;;10010500;-1;0;60200;7100;150;0;0;191;0;1;60;0;0;30;0;0;-1;0;-1;-1;
110;;10010400;-1;0;60080;7521;70;0;0;100;0;0;60;0;0;60;1;1;-1;0;100;6150;
200;;10010400;-1;0;60080;7521;70;0;0;110;0;1;60;0;0;60;0;1;8000;0.3;100;6150;
350;;10010400;-1;0;60030;7120;70;0;0;121;0;3;60;0;0;60;0;1;-1;0;-1;-1;
351;;10010400;-1;0;60030;7120;70;0;0;101;0;1;60;0;0;60;0;1;-1;0;-1;-1;
360;;10010400;-1;0;60030;7120;70;0;0;120;0;1;60;0;0;60;0;1;7100;0;-1;-1;
370;;10010400;-1;0;60040;7120;70;0;0;120;0;1;60;0;0;60;0;1;7100;0;-1;-1;
371;;10010400;-1;0;60040;7120;70;0;0;120;0;1;60;0;0;60;0;1;7100;0;-1;-1;
475;;10010400;-1;0;60000;7110;60;0;0;100;0;0;60;0;0;60;0;1;7100;0;-1;-1;
1000;;10010400;-1;0;60500;7120;70;0;0;120;0;1;60;0;0;60;0;1;7202;0;-1;-1;
1011;;10010400;4020;0;60000;7110;70;2001;0;100;0;0;60;1;0;30;0;1;-1;0;-1;-1;
1012;;10010400;4020;0;60000;7110;70;2018;0;100;0;0;60;2;0;30;0;1;-1;0;-1;-1;
1104;;10010400;4020;0;0;7110;70;0;0;120;0;0;60;0;0;60;0;1;7701;0;-1;-1;
1200;;-1;-1;0;60200;14020;150;0;0;191;0;0;30;0;0;30;0;0;8501;0;-1;-1;
3402;;10010400;4020;0;60002;7110;70;2701;0;120;0;0;60;1;0;60;0;1;7200;0;-1;-1;
99020;;-1;4010;0;60000;7110;70;4150;0;121;0;0;60;2;0;30;0;1;7200;0;-1;-1;
99026;;-1;-1;0;60200;7110;150;0;0;191;1;0;30;0;0;30;0;1;8301;0;-1;-1;
27002;;-1;-1;0;60200;14020;150;0;0;191;0;0;30;0;0;30;0;0;8301;0;-1;-1;
1027002;;-1;-1;0;60200;14020;150;0;0;191;0;0;30;0;0;30;0;0;8401;0;-1;-1;
27006;;-1;-1;0;60170;7110;150;0;0;120;0;1;30;0;0;30;0;1;7200;0;-1;-1;
