1000,0,0
1100,0,0
1200,0,0
1300,0,0
1400,0,0
1500,0,0
1600,0,0
1700,0,0
1800,0,0
1900,0,0
2000,0,0
2100,0,0
2200,0,0
2300,0,0
2400,0,0
2500,0,0
2600,0,0
2700,0,0
2800,0,0
2900,0,0
3000,0,0
3100,0,0
3200,0,0
3300,0,0
3400,0,0
3500,0,0
3600,0,0
3700,0,0
3800,0,0
3900,0,0
4000,0,0
4100,0,0
4200,0,0
4300,0,0
4400,0,0
4500,0,0
4600,0,0
4700,0,0
4800,0,0
4900,0,0
5000,0,0
10000,0,0
10100,0,0
10200,0,0
10300,0,0
40000,1,0
40100,1,0
40200,1,0
40300,1,0
50000,1,0
50100,1,0
50200,1,0
50300,1,0
60000,1,0
60100,1,0
60200,1,0
60300,1,0
61000,1,0
61100,1,0
80000,1,0
80100,1,0
80200,1,0
80300,1,0
81100,1,0
90000,1,0
90100,1,0
90200,1,0
90300,1,0
91100,1,0
100000,1,0
100100,1,0
100200,1,0
100300,1,0
101100,1,0
120000,1,0
120100,1,0
120200,1,0
120300,1,0
121000,1,0
121100,1,0
130000,1,0
130100,1,0
130200,1,0
130300,1,0
131100,1,0
140000,1,0
140100,1,0
140200,1,0
140300,1,0
150000,0,0
150100,0,0
150200,0,0
150300,0,0
151100,1,0
160000,1,0
160100,1,0
160300,1,0
170000,1,0
170100,1,0
170200,1,0
170300,1,0
171100,1,0
180000,1,0
180100,1,0
180200,1,0
180300,1,0
181100,1,0
190000,1,0
190100,1,0
190200,1,0
190300,1,0
200000,1,0
200100,1,0
200200,1,0
200300,1,0
201000,1,0
201100,1,0
202100,1,0
210000,1,0
210100,1,0
210200,1,0
210300,1,0
211100,1,0
220000,1,0
220100,1,0
220300,1,0
221100,1,0
230000,1,0
230100,1,0
230200,1,0
230300,1,0
231000,1,0
231100,1,0
240000,1,0
240100,1,0
240200,1,0
240300,1,0
241100,1,0
250000,1,0
250100,1,0
250300,1,0
251100,1,0
260000,1,0
260100,1,0
260200,1,0
260300,1,0
270000,1,0
270100,1,0
270200,1,0
270300,1,0
271100,1,0
280000,1,0
280100,1,0
280200,1,0
280300,1,0
281100,1,0
290000,1,0
290100,1,0
290200,1,0
290300,1,0
291000,1,0
291100,1,0
292000,1,0
292100,1,0
293000,1,0
293100,1,0
294000,1,0
294100,1,0
300000,1,0
300100,1,0
300300,1,0
301000,1,0
301100,1,0
301300,1,0
310000,1,0
310100,1,0
310300,1,0
311100,1,0
320000,0,0
320100,0,0
320300,0,0
330000,1,0
330100,1,0
330200,1,0
330300,1,0
331100,1,0
340000,1,0
340100,1,0
340200,1,0
340300,1,0
341000,1,0
341100,1,0
350000,1,0
350100,1,0
350200,1,0
350300,1,0
351000,1,0
351100,1,0
351200,1,0
351300,1,0
360000,1,0
360100,1,0
360200,1,0
360300,1,0
361100,1,0
370000,1,0
370100,1,0
370300,1,0
371100,1,0
380000,1,0
380100,1,0
390000,1,0
390100,1,0
390300,1,0
420000,1,0
420100,1,0
420200,1,0
420300,1,0
430000,1,0
430100,1,0
430300,1,0
440000,0,0
460000,1,0
460100,1,0
460200,1,0
460300,1,0
461100,1,0
470000,1,0
470100,1,0
470200,1,0
470300,1,0
471100,1,0
480100,1,0
481100,1,0
510000,1,0
510100,1,0
510200,1,0
510300,1,0
520000,1,0
520100,1,0
520200,1,0
520300,1,0
530000,1,0
530100,1,0
530200,1,0
530300,1,0
540000,1,0
540100,1,0
540200,1,0
540300,1,0
541100,1,0
570000,0,0
570100,0,0
570200,0,0
570300,0,0
571000,1,0
571100,1,0
572100,1,0
573100,1,0
580000,1,0
580100,1,0
580200,1,0
580300,1,0
581000,1,0
581100,1,0
581200,1,0
590000,1,0
590100,1,0
590200,1,0
590300,1,0
591100,1,0
600000,1,0
600100,1,0
600200,1,0
600300,1,0
601100,1,0
610000,1,0
610100,1,0
610200,1,0
610300,1,0
611000,1,0
611100,1,0
620000,0,0
620100,0,0
620300,0,0
621100,1,0
622100,1,0
630000,1,0
630100,1,0
630200,1,0
630300,1,0
631100,1,0
640000,1,0
640100,1,0
640200,1,0
640300,1,0
641100,1,0
650000,1,0
650100,1,0
650200,1,0
650300,1,0
651000,1,0
652100,1,0
660000,1,0
660100,1,0
660200,1,0
660300,1,0
661100,1,0
670000,0,0
670100,0,0
670200,0,0
670300,0,0
680000,0,0
680100,0,0
680200,0,0
680300,0,0
681100,1,0
690000,1,0
690100,1,0
690200,1,0
690300,1,0
700000,1,0
700100,1,0
700200,1,0
700300,1,0
701000,1,0
702000,1,0
720000,1,0
720100,1,0
720200,1,0
720300,1,0
721100,1,0
730000,0,0
730100,0,0
730200,0,0
730300,0,0
