Row ID;Row Name;disableParam_NT;ParamStr
0;;0;Armour;
100;;0;Armour;
101;;0;Armour;
102;;0;Armour;
103;;0;Armour;
104;;0;Armour;
105;;0;Armour;
106;;0;Armour;
107;;0;Armour;
108;;0;LeatherArmour;
109;;0;Nude;
110;;0;Nude;
111;;0;Nude;
112;;0;Armour;
113;;0;Cloth;
114;;0;Armour;
115;;0;Cloth;
116;;0;Armour;
117;;0;Cloth;
118;;0;Armour;
119;;0;Armour;
120;;0;Armour;
121;;0;Armour;
122;;0;Armour;
123;;0;Armour;
124;;0;Armour;
125;;0;Armour;
126;;0;Armour;
127;;0;Armour;
128;;0;Armour;
129;;0;Armour;
130;;0;Armour;
131;;0;Armour;
132;;0;Armour;
133;;0;Armour;
134;;0;Armour;
135;;0;Armour;
136;;0;Armour;
137;;0;Armour;
138;;0;Armour;
139;;0;Armour;
140;;0;Armour;
141;;0;Armour;
142;;0;Armour;
143;;0;Armour;
144;;0;ChainMail;
145;;0;Armour;
146;;0;Nude;
147;;0;Nude;
148;;0;Armour;
149;;0;Armour;
150;;0;Armour;
151;;0;Armour;
152;;0;Armour;
153;;0;Armour;
154;;0;Armour;
155;;0;Armour;
156;;0;Armour;
157;;0;Armour;
158;;0;Armour;
159;;0;Armour;
160;;0;Armour;
161;;0;Armour;
162;;0;Armour;
163;;0;Armour;
164;;0;Armour;
165;;0;Armour;
