Row ID;Row Name;Unk7
1;;-1
1000;;-1
1001;;-1
1002;;-1
1003;;-1
100000;[Gatekeeper Gostoc] Festering Bloody Finger;-1
100002;[Gatekeeper Gostoc] Ruin Fragment;-1
100004;[Gatekeeper Gostoc] Buckler;-1
100009;[Gatekeeper Gostoc] Furlcalling Finger Remedy;-1
100010;[Gatekeeper Gostoc] Silver-Pickled Fowl Foot;-1
100011;[Gatekeeper Gostoc] Stormhawk Feather;-1
100012;[Gatekeeper Gostoc] Caestus;-1
100013;[Gatekeeper Gostoc] Great Arrow;-1
100014;[Gatekeeper Gostoc] Ballista Bolt;-1
100015;[Gatekeeper Gostoc] Bandit Manchettes;-1
100016;[Gatekeeper Gostoc] Bandit Boots;-1
100017;[Gatekeeper Gostoc] Bandit Garb;-1
100018;[Gatekeeper Gostoc] Ancient Dragon Smithing Stone;-1
100025;Memory Stone;-1
100025;Memory Stone;-1
100026;Stonesword Key;-1
100026;Stonesword Key;-1
100051;[Sorceress Sellen] Scholar's Armament;-1
100052;[Sorceress Sellen] Scholar's Shield;-1
100053;[Sorceress Sellen] Crystal Barrage;-1
100054;[Sorceress Sellen] Glintstone Arc;-1
100055;[Sorceress Sellen] Glintstone Stars;-1
100056;[Sorceress Sellen - Quest] Shard Spiral;-1
100057;[Sorceress Sellen - Conspectus Scroll] Glintstone Cometshard;-1
100058;[Sorceress Sellen - Conspectus Scroll] Star Shower;-1
100059;[Sorceress Sellen - Academy Scroll] Great Glintstone Shard;-1
100060;[Sorceress Sellen - Academy Scroll] Swift Glintstone Shard;-1
100061;[Sorceress Sellen] Glintblade Phalanx;-1
100062;[Sorceress Sellen] Carian Slicer;-1
100076;[Knight Bernahl] Ash of War: Spinning Slash;-1
100077;[Knight Bernahl] Ash of War: Quickstep;-1
100078;[Knight Bernahl] Ash of War: Stamp (Upward Cut);-1
100079;[Knight Bernahl] Ash of War: Kick;-1
100080;[Knight Bernahl] Ash of War: War Cry;-1
100081;[Knight Bernahl] Ash of War: Endure;-1
100082;[Knight Bernahl] Ash of War: Parry;-1
100083;[Knight Bernahl] Ash of War: Storm Blade;-1
100084;[Knight Bernahl] Ash of War: Eruption;-1
100085;[Knight Bernahl] Ash of War: Assassin's Gambit;-1
100086;[Knight Bernahl] Ash of War: No Skill;-1
100100;[Patches] Margit's Shackle;-1
100102;[Patches] Stonesword Key;-1
100103;[Patches] Furlcalling Finger Remedy;-1
100104;[Patches] Glass Shard;-1
100105;[Patches] Gold-Pickled Fowl Foot;-1
100108;[Patches] Parrying Dagger;-1
100111;[Patches] Sacrificial Twig;-1
100112;[Patches] Festering Bloody Finger;-1
100113;[Patches] Grace Mimic;-1
100114;[Patches] Fan Daggers;-1
100115;[Patches] Great Arrow;-1
100116;[Patches] Ballista Bolt;-1
100117;[Patches] Festering Bloody Finger;-1
100118;[Patches] Fan Daggers;-1
100119;[Patches] Estoc;-1
100120;[Patches] Great Arrow;-1
100121;[Patches] Ballista Bolt;-1
100122;[Patches] Horse Crest Wooden Shield;-1
100126;[D, Hunter of The Dead] Litany of Proper Death;-1
100127;[D, Hunter of The Dead] Order's Blade;-1
100128;[D, Hunter of The Dead] Deathbane Talisman;-1
100150;[Blackguard Big Boggart] Rya's Necklace;-1
100155;[Blackguard Big Boggart] Boiled Crab;-1
100160;[Blackguard Big Boggart] Boiled Prawn;-1
100176;[Gowry] Night Maiden's Mist;-1
100177;[Gowry] Glintstone Stars;-1
100201;[Sorcerer Rogier] Ash of War: Glintstone Pebble;-1
100202;[Sorcerer Rogier] Ash of War: Carian Greatsword;-1
100225;[Sorcerer Rogier] Somber Smithing Stone [1];-1
100226;[Sorcerer Rogier] Somber Smithing Stone [2];-1
100227;[Sorcerer Rogier] Somber Smithing Stone [3];-1
100228;[Sorcerer Rogier] Somber Smithing Stone [4];-1
100229;[Sorcerer Rogier] Carian Filigreed Crest;-1
100251;[Preceptor Seluvis] Glintstone Arc;-1
100252;[Preceptor Seluvis] Starlight;-1
100276;[Preceptor Seluvis] Glintstone Icecrag;-1
100277;[Preceptor Seluvis] Freezing Mist;-1
100278;[Preceptor Seluvis] Carian Retaliation;-1
100279;[Preceptor Seluvis] Glintstone Cometshard;-1
100280;[Preceptor Seluvis] Star Shower;-1
100281;[Preceptor Seluvis] Great Glintstone Shard;-1
100282;[Preceptor Seluvis] Swift Glintstone Shard;-1
100283;[Preceptor Seluvis] Glintblade Phalanx;-1
100284;[Preceptor Seluvis] Carian Slicer;-1
100300;[Preceptor Seluvis - Ranni Quest] Finger Maiden Therolina Puppet;-1
100301;[Preceptor Seluvis - Ranni Quest] Dolores the Sleeping Arrow Puppet;-1
100302;[Preceptor Seluvis - Ranni Quest] Jarwight Puppet;-1
100310;[Preceptor Seluvis - Dung Eater Quest] Dung Eater Puppet;-1
100326;[Pidia, Carian Servant] Ritual Pot;-1
100329;[Pidia, Carian Servant] Old Fang;-1
100330;[Pidia, Carian Servant] Slumbering Egg;-1
100334;[Pidia, Carian Servant] Ash of War: Carian Retaliation;-1
100335;[Pidia, Carian Servant] Celestial Dew;-1
100336;[Pidia, Carian Servant] Larval Tear;-1
100337;[Pidia, Carian Servant] Budding Horn;-1
100338;[Pidia, Carian Servant] Ripple Blade;-1
100339;[Pidia, Carian Servant] Black Leather Shield;-1
100340;;-1
100351;[Brother Corhyn] Urgent Heal;-1
100352;[Brother Corhyn] Heal;-1
100353;[Brother Corhyn] Cure Poison;-1
100354;[Brother Corhyn] Flame Fortification;-1
100355;[Brother Corhyn] Magic Fortification;-1
100356;[Brother Corhyn] Catch Flame;-1
100357;[Brother Corhyn] Flame Sling;-1
100358;[Brother Corhyn - Altus Plateau] Great Heal;-1
100359;[Brother Corhyn - Altus Plateau] Lightning Fortification;-1
100360;[Brother Corhyn - Goldmask] Discus of Light;-1
100361;[Brother Corhyn - Erdtree Sanctuary] Immutable Shield;-1
100362;[Brother Corhyn - Fire Monks' Prayerbook] O, Flame!;-1
100363;[Brother Corhyn - Fire Monks' Prayerbook] Surge;-1
100364;[Brother Corhyn - Giant's Prayerbook] Giantsflame Take Thee;-1
