100,100
200,200
1400000,14000000
1400010,14000100
1400020,14000200
1400030,14000300
1400040,14000400
1400050,14000500
1400060,14000600
1400080,14000800
1400090,14000900
1500000,15000000
1500010,15000100
1500020,15000200
1500030,15000300
1500040,15000400
1500050,15000500
1500060,15000600
1500070,15000700
1500080,15000800
2001500,20015000
2001510,20015100
2001520,20015200
2001530,20015300
2001900,20019000
2003000,20030000
2003010,20030100
2003020,20030200
2003030,20030300
2003040,20030400
2003050,20030500
2003900,20039000
2004000,20040000
2004010,20040100
2004020,20040200
2004030,20040300
2004040,20040400
2004041,20040410
2004050,20040500
2004060,20040600
2004900,20049000
2005000,20050000
2005001,20050010
2005010,20050100
2005020,20050200
2005030,20050300
2005040,20050400
2005050,20050500
2005060,20050600
2005080,20050800
2005900,20059000
2007000,20070000
2007001,20070010
2007010,20070100
2007011,20070110
2007020,20070200
2007021,20070210
2007030,20070300
2007040,20070400
2007050,20070500
2007060,20070600
2007061,20070610
2007070,20070700
2007071,20070710
2007080,20070800
2007081,20070810
2007900,20079000
2008000,20080000
2008010,20080100
2008020,20080200
2008030,20080300
2008050,20080500
2008060,20080600
2008070,20080700
2008080,20080800
2008900,20089000
2009900,20099000
2010900,20109000
2012900,20129000
2014000,20140000
2014001,20140010
2014010,20140100
2014520,20145200
2014530,20145300
2014900,20149000
2016900,20169000
2020900,20209000
2021000,20210000
2021010,20210100
2021020,20210200
2021030,20210300
2021040,20210400
2021050,20210500
2021060,20210600
2021070,20210700
2021080,20210800
2021090,20210900
2021100,20211000
2021111,20211110
2021120,20211200
2021130,20211300
2021140,20211400
2021900,20219000
2023000,20230000
2023010,20230100
2023020,20230200
2023030,20230300
2023040,20230400
2023050,20230500
2023900,20239000
2024030,20240300
2024510,20245100
2024520,20245200
2024900,20249000
2025500,20250000
2025510,20255100
2025520,20255200
2025530,20255300
2025541,20255410
2025550,20255500
2025560,20255600
2025570,20255700
2025580,20255800
2025900,20259000
2026000,20260000
2026010,20260100
2026020,20260200
2026030,20260300
2026040,20260400
2026050,20260500
2026060,20260600
2026900,20269000
2027500,20275000
2027510,20275100
2027520,20275200
2027530,20275300
2027900,20279000
2028900,20289000
2029000,20290000
2029010,20290100
2029900,20299000
2030000,20300000
2030010,20300100
2030020,20300200
2030031,20300310
2030041,20300410
2030900,20309000
2031900,20319000
2032900,20329000
2034900,20349000
2034910,20349100
2034920,20349200
2035900,20359000
2036900,20369000
2037900,20379000
2038900,20389000
2038910,20389100
2038920,20389200
2039000,20390000
2039010,20390100
2039020,20390200
2039030,20390300
2039040,20390400
2039100,20391000
2039101,20391010
2039110,20391100
2039120,20391200
2039130,20391300
2039900,20399000
2040900,20409000
2043000,20430000
2043010,20430100
2043020,20430200
2043030,20430300
2043040,20430400
2043050,20430500
2043060,20430600
2043900,20439000
2043910,20439200
2045000,20450000
2045010,20450100
2045020,20450200
2045030,20450300
2045040,20450400
2045900,20459000
2047900,20479000
2048000,20480000
2048001,20480010
2048010,20480100
2048011,20480110
2048100,20481000
2048110,20481100
2048200,20482000
2048201,20482000
2048202,20482000
2048210,20482100
2048211,20482100
2048212,20482100
2048220,20482200
2048221,20482200
2048222,20482200
2048300,20483000
2048310,20483100
2048400,20484000
2048410,20484100
2048415,20484150
2048500,20485000
2048510,20485100
2048600,20486000
2048610,20486100
2048620,20486200
2048900,20489000
2049000,20490000
2049010,20490100
2049020,20490200
2049030,20490300
2049040,20490400
2049050,20490500
2049060,20490600
2049070,20490700
2049080,20490800
2049090,20490900
2049500,20490000
2049510,20490100
2049520,20490200
2049530,20490300
2049540,20490400
2049550,20490500
2049560,20490600
2049570,20490700
2049580,20495850
2049590,20495950
2049900,20499000
2050000,20500000
2050011,20500110
2050020,20500200
2050030,20500300
2050900,20509000
2052900,20529000
2054000,20540000
2054010,20540100
2054020,20540200
2054030,20540300
2054040,20540400
2054050,20540500
2054060,20540600
2054070,20540700
2054080,20540800
2054090,20540900
2054100,20541000
2054110,20541100
2054120,20541200
2054900,20549000
2055900,20559000
2057900,20579000
2058000,20580000
2058010,20580100
2058020,20580200
2058030,20580300
2058900,20589000
2058910,20589100
2058920,20589200
2058930,20589300
2058940,20589400
2058950,20589500
2059900,20599000
2060900,20609000
2061900,20619000
2062900,20629000
2063900,20639000
2064000,20640000
2064010,20640100
2064020,20640200
2064030,20640300
2064040,20640400
2064900,20649000
2068900,20689000
2069900,20699000
2070000,20700000
2070010,20700100
2070011,20700110
2070020,20700200
2070030,20700300
2070040,20700400
2073000,20730000
2073001,20730010
2073010,20730100
2073020,20730200
2073030,20730300
2073900,20739000
2074000,20740000
2075000,20750000
2075010,20750100
2075020,20750200
2075030,20750300
2076000,20760000
2077000,20770000
2077010,20770100
2077020,20770200
2078000,20780000
2078010,20780100
2078020,20780200
2083000,20830000
2083010,20830100
2083020,20830200
2084000,20840000
2084010,20840100
2084020,20840200
2085000,20850000
2085010,20850100
2085020,20850200
2086000,20860000
2086010,20860100
2086020,20860200
2086030,20860300
2086040,20860400
10001000,100010000
10001001,100010010
10001002,100010020
10001003,100010030
10001004,100010040
10001005,100010050
10001006,100010060
10001007,100010070
10001100,100011000
10001101,100011010
10001102,100011020
10001103,100011030
10001105,100011040
10001106,100011050
10001107,100011060
10001108,100011070
10001200,100012000
10001201,100012010
10001202,100012020
10001300,100013000
10002000,100020000
10002001,100020010
10002100,100021000
10002200,100022000
10003000,100030000
10003001,100030010
10003002,100030020
10003003,100030030
10003004,100030040
10003100,100031000
10003101,100031010
10003102,100031020
10003103,100031030
10003104,100031040
10003105,100031050
10003106,100031060
10003200,100032000
10003201,100032010
10003202,100032020
10003203,100032030
10003204,100032040
10003205,100032050
10003206,100032060
10004000,100040000
10004001,100040010
10004002,100040020
10004100,100041000
10004101,100041010
10004102,100041020
10004103,100041030
10004104,100041040
10004200,100042000
10004201,100042010
10004300,100043000
10004301,100043010
10004400,100044000
10004401,100044010
10004402,100044020
10004403,100044030
10004500,100045000
10004501,100045010
10004502,100045020
10004503,100045030
10010100,100101000
10010101,100101010
10010102,100101020
10010103,100101030
10010104,100101040
10010200,100102000
10010201,100102010
10010202,100102020
10010203,100102030
10010300,100103000
10010301,100103010
10010302,100103020
10010303,100103030
10010304,100103040
10010400,100104000
10010401,100104010
10010402,100104020
10010403,100104030
10010404,100104040
10010405,100104050
10010500,100105000
10010501,100105010
10010502,100105020
10010503,100105030
10010504,100105040
10010505,100105050
10010506,100105060
10010507,100105070
10010508,100105080
10010600,100106000
10010601,100106010
10010700,100107000
10010701,100107010
10010702,100107020
10010703,100107030
10010704,100107040
10010705,100107050
10010706,100107060
10010707,100107070
10010708,100107080
10011000,100110000
10011001,100110010
10011002,100110020
10011003,100110030
10011100,100111000
10011101,100111010
10011102,100111020
10011103,100111030
10011104,100111040
10011105,100111050
10012000,100120000
10012001,100120010
10012002,100120020
10012003,100120030
10012004,100120040
10012005,100120050
10012006,100120060
10012007,100120070
10012100,100121000
10012101,100121010
10012102,100121020
10012103,100121030
10012104,100121040
10012105,100121050
10012106,100121060
10012107,100121070
10013000,100130000
10013001,100130010
10013002,100130020
10013003,100130030
10013004,100130040
10013005,100130050
10013006,100130060
10013007,100130070
10013100,100131000
10013101,100131010
10013102,100131020
10013103,100131030
10013104,100131040
10013105,100131050
10013106,100131060
10013107,100131070
10013108,100131080
10013109,100131090
10014000,100140000
10014001,100140020
10014002,100140030
10014003,100140040
10014004,100140050
10014005,100140060
10014006,100140070
10014007,100140080
10014008,100140090
10014009,100140100
10014010,100140110
10014011,100140120
10014012,100140130
10014100,100141000
10014101,100141010
10014102,100141020
10014103,100141030
10015000,100150000
10015001,100150010
10015002,100150020
10015003,100150030
10015004,100150040
10015005,100150050
10015006,100150060
10015007,100150070
10015008,100150080
10016000,100160000
10016001,100160010
10016002,100160020
10016003,100160030
10016004,100160040
10016005,100160050
10016006,100160060
10017000,100170000
10017001,100170010
10017002,100170020
10017003,100170030
10017004,100170040
10017005,100170050
10017100,100171000
10017101,100171010
10017102,100171020
10017103,100171030
10017104,100171040
10017200,100172000
10017201,100172010
10017300,100173000
10017301,100173010
10017400,100174000
10018000,100180000
10018001,100180010
10018002,100180020
10018003,100180030
10018004,100180040
10018005,100180050
10018006,100180060
10018007,100180070
10018008,100180080
10018100,100181000
10018101,100181010
10018102,100181020
10018200,100182000
10018201,100182010
10018202,100182020
10018500,100185000
10018501,100185010
10018502,100185020
10018503,100185030
10018504,100185040
10018505,100185050
10018600,100186000
10018601,100186010
10018602,100186020
10019000,100190000
10019001,100190010
10019002,100190020
10019003,100190030
