Row ID;Row Name;Unk0;Unk1;Unk2;Unk3;Unk4;Unk5;Unk6;Unk7;Unk8
0;;0;1869443649;29301;0;0;0;0;0;0
100;;0;1869443649;29301;0;0;0;0;0;0
101;;0;1869443649;29301;0;0;0;0;0;0
102;;0;1869443649;29301;0;0;0;0;0;0
103;;0;1869443649;29301;0;0;0;0;0;0
104;;0;1869443649;29301;0;0;0;0;0;0
105;;0;1869443649;29301;0;0;0;0;0;0
106;;0;1869443649;29301;0;0;0;0;0;0
107;;0;1869443649;29301;0;0;0;0;0;0
108;;0;1952539980;1098016104;1970236786;114;0;0;0;0
109;;0;1701082446;0;0;0;0;0;0;0
110;;0;1701082446;0;0;0;0;0;0;0
111;;0;1701082446;0;0;0;0;0;0;0
112;;0;1869443649;29301;0;0;0;0;0;0
113;;0;1953459267;104;0;0;0;0;0;0
114;;0;1869443649;29301;0;0;0;0;0;0
115;;0;1953459267;104;0;0;0;0;0;0
116;;0;1869443649;29301;0;0;0;0;0;0
117;;0;1953459267;104;0;0;0;0;0;0
118;;0;1869443649;29301;0;0;0;0;0;0
119;;0;1869443649;29301;0;0;0;0;0;0
120;;0;1869443649;29301;0;0;0;0;0;0
121;;0;1869443649;29301;0;0;0;0;0;0
122;;0;1869443649;29301;0;0;0;0;0;0
123;;0;1869443649;29301;0;0;0;0;0;0
124;;0;1869443649;29301;0;0;0;0;0;0
125;;0;1869443649;29301;0;0;0;0;0;0
126;;0;1869443649;29301;0;0;0;0;0;0
127;;0;1869443649;29301;0;0;0;0;0;0
128;;0;1869443649;29301;0;0;0;0;0;0
129;;0;1869443649;29301;0;0;0;0;0;0
130;;0;1869443649;29301;0;0;0;0;0;0
131;;0;1869443649;29301;0;0;0;0;0;0
132;;0;1869443649;29301;0;0;0;0;0;0
133;;0;1869443649;29301;0;0;0;0;0;0
134;;0;1869443649;29301;0;0;0;0;0;0
135;;0;1869443649;29301;0;0;0;0;0;0
136;;0;1869443649;29301;0;0;0;0;0;0
137;;0;1869443649;29301;0;0;0;0;0;0
138;;0;1869443649;29301;0;0;0;0;0;0
139;;0;1869443649;29301;0;0;0;0;0;0
140;;0;1869443649;29301;0;0;0;0;0;0
141;;0;1869443649;29301;0;0;0;0;0;0
142;;0;1869443649;29301;0;0;0;0;0;0
143;;0;1869443649;29301;0;0;0;0;0;0
144;;0;1767991363;1767984494;108;0;0;0;0;0
145;;0;1869443649;29301;0;0;0;0;0;0
146;;0;1701082446;0;0;0;0;0;0;0
147;;0;1701082446;0;0;0;0;0;0;0
148;;0;1869443649;29301;0;0;0;0;0;0
149;;0;1869443649;29301;0;0;0;0;0;0
150;;0;1869443649;29301;0;0;0;0;0;0
151;;0;1869443649;29301;0;0;0;0;0;0
152;;0;1869443649;29301;0;0;0;0;0;0
153;;0;1869443649;29301;0;0;0;0;0;0
154;;0;1869443649;29301;0;0;0;0;0;0
155;;0;1869443649;29301;0;0;0;0;0;0
156;;0;1869443649;29301;0;0;0;0;0;0
157;;0;1869443649;29301;0;0;0;0;0;0
158;;0;1869443649;29301;0;0;0;0;0;0
159;;0;1869443649;29301;0;0;0;0;0;0
160;;0;1869443649;29301;0;0;0;0;0;0
161;;0;1869443649;29301;0;0;0;0;0;0
162;;0;1869443649;29301;0;0;0;0;0;0
163;;0;1869443649;29301;0;0;0;0;0;0
164;;0;1869443649;29301;0;0;0;0;0;0
165;;0;1869443649;29301;0;0;0;0;0;0
