Row ID;Row Name;Disable Param - Network Test;Event Flag ID;Bonfire Entity ID;Bonfire Sub-Category Sort ID;Forbidden Icon ID;Display - Minimum Zoom Step;Selection - Minimum Zoom Step;Bonfire Sub-Category ID;Cleared Event Flag ID;Icon ID;Display Mask 0;Display Mask 1;Map Area;Map Block;Map Region;Coordinate: X;Coordinate: Y;Coordinate: Z;Text ID [1];Text Enable Flag ID [1];Text Disable Flag ID [1];Text ID [2];Text Enable Flag ID [2];Text Disable Flag ID [2];Text ID [3];Text Enable Flag ID [3];Text Disable Flag ID [3];Text ID [4];Text Enable Flag ID [4];Text Disable Flag ID [4];Text ID [5];Text Enable Flag ID [5];Text Disable Flag ID [5];Text ID [6];Text Enable Flag ID [6];Text Disable Flag ID [6];Text ID [7];Text Enable Flag ID [7];Text Disable Flag ID [7];Text ID [8];Text Enable Flag ID [8];Text Disable Flag ID [8];Text Type [1];Text Type [2];Text Type [3];Text Type [4];Text Type [5];Text Type [6];Text Type [7];Text Type [8];Bonfire Ignition - Dummy Poly ID [0];Bonfire Ignition - SFX ID [0];Bonfire Ignition - Dummy Poly ID [1];Bonfire Ignition - SFX ID [1]
0;;False;200;4001950;0;0;0;0;0;0;1;False;False;10;0;0;0.39;-9.74;-14.04;211200;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1
100000;[Stormveil Castle] Godrick the Grafted;True;71000;10001950;999;2;0;0;10000;0;1;True;False;10;0;0;-232.76;74.11;345.13;100000;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;100;6410;-1;-1
100001;[Stormhill] Margit, the Fell Omen;False;71001;10001951;30;2;0;0;61001;0;1;True;False;10;0;0;-28.55;-1.76;-18.58;100001;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;100;6410;-1;-1
100002;[Stormhill] Castleward Tunnel;False;71002;10001952;20;2;0;0;61001;0;1;True;False;10;0;0;36.35;-11.28;5.36;100002;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;100;6411;-1;-1
100003;[Stormveil Castle] Gateside Chamber;False;71003;10001953;40;2;0;0;10000;0;1;True;False;10;0;0;-122.51;30.2;11.88;100003;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;100;6411;-1;-1
100004;[Stormveil Castle] Stormveil Cliffside;False;71004;10001954;50;2;0;0;10000;0;1;True;False;10;0;0;-200.67;30.44;-16.52;100004;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;100;6411;-1;-1
100005;[Stormveil Castle] Rampart Tower;False;71005;10001955;60;2;0;0;10000;0;1;True;False;10;0;0;-262.26;98.45;112.96;100005;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;100;6411;-1;-1
100006;[Stormveil Castle] Liftside Chamber;True;71006;10001956;70;2;0;0;10000;0;1;True;False;10;0;0;-273.12;71.56;241.41;100006;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;100;6411;-1;-1
100007;[Stormveil Castle] Secluded Cell;True;71007;10001957;80;2;0;0;10000;0;1;True;False;10;0;0;-189.96;81.87;313.47;100007;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;100;6411;-1;-1
100008;[Stormveil Castle] Stormveil Main Gate;False;71008;10001958;30;2;0;0;10000;0;1;True;False;10;0;0;-96.08;21.41;20.28;100008;0;0;-1;0;0;130200;10009549;3263;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;1;0;0;0;0;0;100;6411;-1;-1
110000;[Leyndell, Royal Capital] Elden Throne;True;71100;11001950;999;2;0;0;11000;0;1;True;False;11;0;0;37.25;65.11;-416.03;110000;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;100;6410;-1;-1
110001;[Leyndell, Royal Capital] Erdtree Sanctuary;True;71101;11001951;10;2;0;0;11000;0;1;True;False;11;0;0;-132;31.01;-386.5;110001;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;100;6410;-1;-1
110002;[Leyndell, Royal Capital] East Capital Rampart;True;71102;11001952;20;2;0;0;11000;0;1;True;False;11;0;0;-33.04;7.93;-80.52;110002;0;0;-1;0;0;122310;3947;3943;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;1;0;0;0;0;0;100;6411;-1;-1
110003;[Leyndell, Royal Capital] Lower Capital Church;True;71103;11001953;30;2;0;0;11000;0;1;True;False;11;0;0;-215.8;-64.72;-223.22;110003;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;100;6411;-1;-1
110004;[Leyndell, Royal Capital] Avenue Balcony;True;71104;11001954;40;2;0;0;11000;0;1;True;False;11;0;0;-180.35;-49.9;-185.54;110004;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;100;6410;-1;-1
110005;[Leyndell, Royal Capital] West Capital Rampart;True;71105;11001955;50;2;0;0;11000;0;1;True;False;11;0;0;-217.61;-12;-260.53;110005;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;100;6411;-1;-1
110007;[Leyndell, Royal Capital] Queen's Bedchamber;True;71107;11001957;70;2;0;0;11000;0;1;True;False;11;0;0;-55.11;47.51;-307.16;110007;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;100;6410;-1;-1
110008;[Leyndell, Royal Capital] Fortified Manor, First Floor;True;71108;11001958;80;2;0;0;11000;0;1;True;False;11;0;0;-319.98;-32.63;-270.49;110008;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;100;6411;-1;-1
110009;[Leyndell, Royal Capital] Divine Bridge;True;71109;11001959;90;2;0;0;11000;0;1;True;False;11;0;0;-426.01;29.12;-294.32;110009;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;100;6410;-1;-1
110500;[Leyndell, Ashen Capital] Elden Throne;True;71120;11051950;999;2;0;0;11050;0;1;True;False;11;5;0;37.18;64.98;-415.93;110500;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;100;6411;-1;-1
110501;[Leyndell, Ashen Capital] Erdtree Sanctuary;True;71121;11051951;30;2;0;0;11050;0;1;True;False;11;5;0;-132;31.01;-386.5;110501;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;100;6411;-1;-1
110502;[Leyndell, Ashen Capital] East Capital Rampart;True;71122;11051952;10;2;0;0;11050;0;1;True;False;11;5;0;-33.01;8;-80.47;110502;0;0;-1;0;0;122310;3947;3943;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;1;0;0;0;0;0;100;6411;-1;-1
110503;[Leyndell, Ashen Capital] Leyndell, Capital of Ash;True;71123;11051953;20;2;0;0;11050;0;1;True;False;11;5;0;-129.94;-31.54;-126.04;110503;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;100;6411;-1;-1
110504;[Leyndell, Ashen Capital] Queen's Bedchamber;True;71124;11051954;40;2;0;0;11050;0;1;True;False;11;5;0;-54.63;47.56;-306.38;110504;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;100;6411;-1;-1
110505;[Leyndell, Ashen Capital] Divine Bridge;True;71125;11051955;50;2;0;0;11050;0;1;True;False;11;5;0;-426.01;29.12;-294.32;110505;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;100;6411;-1;-1
111000;[Roundtable Hold] Table of Lost Grace;True;71190;11101950;10;49;0;0;11100;0;48;True;False;11;10;0;-305.7;-20;-298.1;111000;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1
120100;[Ainsel River] Dragonkin Soldier of Nokstella;True;71210;12011950;999;2;0;0;12012;0;1;False;True;12;1;0;-113.845;-223.497;118.07;120100;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1
120101;[Ainsel River] Ainsel River Well Depths;True;71211;12011951;10;2;0;0;12012;0;1;False;True;12;1;0;400.687;-145.01;-103.113;120101;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1
120102;[Ainsel River] Ainsel River Sluice Gate;True;71212;12011952;20;2;0;0;12012;0;1;False;True;12;1;0;207.063;-170.645;-204.237;120102;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1
120103;[Ainsel River] Ainsel River Downstream;True;71213;12011953;30;2;0;0;12012;0;1;False;True;12;1;0;-17.335;-210.064;-107.813;120103;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1
120104;[Ainsel River Main] Ainsel River Main;True;71214;12011954;10;2;0;0;12010;0;1;False;True;12;1;0;333.502;-79.105;269.242;120104;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1
120105;[Ainsel River Main] Nokstella, Eternal City;True;71215;12011955;20;2;0;0;12010;0;1;False;True;12;1;0;29.589;-160.789;76.524;120105;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1
120106;[Lake of Rot] Lake of Rot Shoreside;True;71216;12011956;10;2;0;0;12011;0;1;False;True;12;1;0;-308.352;-308.018;-66.554;120106;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1
120108;[Lake of Rot] Grand Cloister;True;71218;12011958;30;2;0;0;12011;0;1;False;True;12;1;0;-411.549;-328.753;-525.689;120108;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1
120109;[Ainsel River Main] Nokstella Waterfall Basin;True;71219;12011959;30;2;0;0;12010;0;1;False;True;12;1;0;-243.44;-280.284;152.997;120109;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1
120200;[Nokron, Eternal City] Great Waterfall Basin;True;71220;12021950;999;2;0;0;12020;0;1;False;True;12;2;0;1184.54;-619.219;1909.859;120200;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1
120201;[Nokron, Eternal City] Mimic Tear;True;71221;12021951;20;2;0;0;12020;0;1;False;True;12;2;0;1016.052;-616.458;1153.374;120201;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1
120203;[Siofra River] Siofra River Bank;True;71222;12021953;20;2;0;0;12070;0;1;False;True;12;2;0;1098.26;-823.457;1266.802;120203;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1
120204;[Siofra River] Worshippers' Woods;True;71223;12021954;30;2;0;0;12070;0;1;False;True;12;2;0;1438.45;-816.47;1519.47;120204;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1
120206;[Nokron, Eternal City] Ancestral Woods;True;71224;12021956;30;2;0;0;12020;0;1;False;True;12;2;0;1016.445;-605.417;1462.896;120206;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1
120207;[Nokron, Eternal City] Aqueduct-Facing Cliffs;True;71225;12021957;50;2;0;0;12020;0;1;False;True;12;2;0;1176.12;-611.76;1754.38;120207;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1
120208;[Nokron, Eternal City] Night's Sacred Ground;True;71226;12021958;40;2;0;0;12020;0;1;False;True;12;2;0;951.61;-671.3;1293.86;120208;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1
120209;[Siofra River] Below the Well;True;71227;12021959;40;2;0;0;12070;0;1;False;True;12;2;0;1518.224;-770.543;1867.396;120209;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1
120300;[Deeproot Depths] Prince of Death's Throne;True;71230;12031950;999;2;0;0;12030;0;1;False;True;12;3;0;-379.5;149.74;-202.16;120300;0;0;131910;4066;4063;131910;4067;400348;132200;4128;4123;132200;4129;4123;132200;4130;0;132200;4131;400339;132200;4132;400339;0;1;1;1;1;1;1;1;-1;-1;-1;-1
