Row ID;Row Name;Unk10
21500000;Putrid Corpse;1
21500001;Putrid Corpse;1
21500002;Putrid Corpse;1
21500003;Putrid Corpse;1
22500000;Marionette Soldier;1
22500001;Marionette Soldier;1
23300000;Giant Rat;1
23300001;Giant Rat;1
23300002;Giant Rat;1
23310000;Giant Rat - Additional Set 1;1
23310001;Giant Rat - Additional Set 1;1
23310002;Giant Rat - Additional Set 1;1
23310003;Giant Rat - Additional Set 1;1
23320000;Giant Rat - Additional Set 2;1
23320001;Giant Rat - Additional Set 2;1
23320002;Giant Rat - Additional Set 2;1
23320003;Giant Rat - Additional Set 2;1
23320004;Giant Rat - Additional Set 2;1
23900000;Bloodhound Knight Floh;1
24400000;Land Squirt;1
24400001;Land Squirt;1
24400002;Land Squirt;1
25300000;Radahn Soldier;1
25300001;Radahn Soldier;1
25700000;Redmane Knight Ogha;1
