Row ID;Row Name;Unk0;Unk1;Unk1;Unk1;Unk1;Unk2;Unk2;Unk2;Unk2
100;;0;1;1;0;0;0;0;64;65
110;;0;1;1;0;0;0;0;64;65
120;;0;1;1;0;0;0;0;64;65
1000;;0;1;1;0;0;0;0;64;65
2010;Blaidd;0;3;3;101;0;0;0;64;65
2030;Rennala;0;4;4;101;0;0;0;64;65
2031;Rennala;0;1;1;101;0;0;0;64;65
2040;Rennala Student;0;3;3;101;0;0;0;64;65
2041;Rennala Student (Bug);0;3;3;101;0;0;0;64;65
2050;Snow Witch Ranni;0;3;3;101;0;0;0;64;65
2051;Snow Witch Ranni;0;3;3;101;0;0;0;64;65
2060;The Two Fingers;0;4;4;120;0;0;0;64;65
2070;The Three Fingers;0;4;4;120;0;0;0;64;65
2100;Black Knife Assassin;0;3;3;101;0;0;0;64;65
2110;Beast Clergyman;0;4;4;120;0;0;0;64;65
2120;;0;4;4;101;0;0;0;64;65
2130;Morgott;0;4;4;110;0;0;0;64;65
2131;Morgott (Dead);0;3;3;101;0;0;0;64;65
2140;Omen Monstrosity;0;3;3;110;0;0;0;64;65
2150;Empty;0;1;1;101;0;0;0;64;65
2160;Palm Reader;0;2;2;101;0;0;0;64;65
2170;Palm Reader;0;2;2;101;0;0;0;64;65
2180;Melina;0;3;3;101;0;0;0;64;65
2190;Radagon;0;4;4;101;0;0;0;64;65
2191;Radagon (Crucified);0;4;4;101;0;0;0;64;65
2200;Elden Beast;0;4;4;120;0;0;0;64;65
2270;Giant Crab;0;4;4;110;0;0;0;64;65
2271;Crab;0;2;2;101;0;0;0;64;65
2272;Giant Crab (Damaged);0;4;4;110;0;0;0;64;65
2273;Crab (Worms);0;2;2;101;0;0;0;64;65
2274;Crab;0;4;4;110;0;0;0;64;65
2275;Crab (Crystals);0;2;2;101;0;0;0;64;65
2276;Crab (Very Dirty);0;4;4;110;0;0;0;64;65
2277;Crab (Dirty);0;2;2;101;0;0;0;64;65
2500;Crucible Knight;0;3;3;101;0;0;0;64;65
3000;Castle Exile;0;3;3;101;0;0;0;112;65
3010;Banished Knight;0;3;3;101;0;0;0;64;65
3020;Castle Exile (Large);0;3;3;101;0;0;0;64;65
3050;Commander;0;4;4;110;0;0;0;64;65
3060;Undead Mariner;0;3;3;101;0;0;0;64;65
3061;Undead Azula Beastman;0;3;3;101;0;0;0;64;65
3070;Dominula Celebrant;0;3;3;101;0;0;0;64;65
3080;Imp;0;3;3;101;0;0;0;64;65
3100;Elemer of the Briar;0;3;3;101;0;0;0;64;65
3150;Night's Cavalry;0;3;4;110;0;0;0;64;65
3160;Night's Cavalry Horse;0;3;1;110;0;0;0;64;65
3170;Albinauric Archer;0;3;3;101;0;0;0;64;65
3171;Albinauric Archer (No quiver);0;3;3;110;0;0;0;64;65
3180;Dog;0;2;2;101;0;0;0;64;65
3181;Red Wolf of Radagon;0;3;3;110;0;0;0;64;65
3200;Nomad Trader;0;3;3;101;0;0;0;64;65
3201;Nomad Trader;0;3;3;101;0;0;0;64;65
3202;Nomad Trader;0;3;3;101;0;0;0;64;65
3210;Nomad Mule;0;2;2;101;0;0;0;64;65
3250;Draconic Tree Sentinel;0;4;4;120;0;0;0;64;65
3251;Tree Sentinel;0;4;4;120;0;0;0;64;65
3252;Tree Sentinel (Fallen);0;4;4;120;0;0;0;64;65
3300;Nox Swordstress;0;3;3;101;0;0;0;64;65
3320;Silver Tear;0;2;2;101;0;0;0;64;65
3330;Silver Tear Orb;0;2;2;110;0;0;0;64;65
3350;Crystalian;0;3;3;101;0;0;0;64;65
3360;Ancestral Follower;0;3;3;101;0;0;0;64;65
3361;Ancestral Follower;0;3;3;101;0;0;0;64;65
