Row ID;Row Name;SFX ID 1;SFX ID 2;SFX ID 3;SFX ID 4;SFX ID 5;SFX ID 6;SFX ID 7;SFX ID 8;SFX ID 9;SFX ID 10;SFX ID 11;SFX ID 12;SFX ID 13;SFX ID 14;SFX ID 15;SFX ID 16;SFX ID 17;SFX ID 18;SFX ID 19;SFX ID 20;SFX ID 21;SFX ID 22;SFX ID 23;SFX ID 24;SFX ID 25;SFX ID 26;SFX ID 27;SFX ID 28;SFX ID 29;SFX ID 30
0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
100;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101;;262501;262502;0;0;0;262511;262512;0;0;0;262521;262522;0;0;0;262531;262532;262533;262534;262535;0;0;0;0;0;0;0;0;0;0
102;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
103;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
104;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
105;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
106;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
107;;263501;263502;0;0;0;263511;263512;0;0;0;263521;263522;0;0;0;263531;263532;263533;263534;263535;0;0;0;0;0;0;0;0;0;0
108;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
109;;220501;220502;0;0;0;220511;220512;0;0;0;220521;220522;0;0;0;220531;220532;220533;220534;220535;0;0;0;0;0;0;0;0;0;0
110;;220501;220502;0;0;0;220511;220512;0;0;0;220521;220522;0;0;0;220531;220532;220533;220534;220535;0;0;0;0;0;0;0;0;0;0
111;;220501;220502;0;0;0;220511;220512;0;0;0;220521;220522;0;0;0;220531;220532;220533;220534;220535;0;0;0;0;0;0;0;0;0;0
112;;215501;215502;0;0;0;215511;215512;0;0;0;215521;215522;0;0;0;215531;215532;215533;215534;215535;0;0;0;0;0;0;0;0;0;0
113;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
114;;250501;250502;0;0;0;250511;250512;0;0;0;250521;250522;0;0;0;250531;250532;250533;250534;250535;0;0;0;0;0;0;0;0;0;0
115;;250501;250502;0;0;0;250511;250512;0;0;0;250521;250522;0;0;0;250531;250532;250533;250534;250535;0;0;0;0;0;0;0;0;0;0
116;;210501;210502;0;0;0;210511;210512;0;0;0;210521;210522;0;0;0;210531;210532;210533;210534;210535;0;0;0;0;0;0;0;0;0;0
117;;210501;210502;0;0;0;210511;210512;0;0;0;210521;210522;0;0;0;210531;210532;210533;210534;210535;0;0;0;0;0;0;0;0;0;0
118;;270501;270502;0;0;0;270511;270512;0;0;0;270521;270522;0;0;0;270531;270532;270533;270534;270535;0;0;0;0;0;0;0;0;0;0
119;;234501;234502;0;0;0;234511;234512;0;0;0;234521;234522;0;0;0;234531;234532;234533;234534;234535;0;0;0;0;0;0;0;0;0;0
120;;234501;234502;0;0;0;234511;234512;0;0;0;234521;234522;0;0;0;234531;234532;234533;234534;234535;0;0;0;0;0;0;0;0;0;0
121;;258501;258502;0;0;0;258511;258512;0;0;0;258521;258522;0;0;0;258531;258532;258533;258534;258535;0;0;0;0;0;0;0;0;0;0
122;;211501;211502;0;0;0;211511;211512;0;0;0;211521;211522;0;0;0;211531;211532;211533;211534;211535;0;0;0;0;0;0;0;0;0;0
123;;210501;210502;0;0;0;210511;210512;0;0;0;210521;210522;0;0;0;210531;210532;210533;210534;210535;0;0;0;0;0;0;0;0;0;0
124;;210501;210502;0;0;0;210511;210512;0;0;0;210521;210522;0;0;0;210531;210532;210533;210534;210535;0;0;0;0;0;0;0;0;0;0
125;;210501;210502;0;0;0;210511;210512;0;0;0;210521;210522;0;0;0;210531;210532;210533;210534;210535;0;0;0;0;0;0;0;0;0;0
126;;258501;258502;0;0;0;258511;258512;0;0;0;258521;258522;0;0;0;258531;258532;258533;258534;258535;0;0;0;0;0;0;0;0;0;0
127;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
128;;271501;271502;0;0;0;271511;271512;0;0;0;271521;271522;0;0;0;271531;271532;271533;271534;271535;0;0;0;0;0;0;0;0;0;0
129;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
130;;220501;220502;0;0;0;220511;220512;0;0;0;220521;220522;0;0;0;220531;220532;220533;220534;220535;0;0;0;0;0;0;0;0;0;0
131;;220501;220502;0;0;0;220511;220512;0;0;0;220521;220522;0;0;0;220531;220532;220533;220534;220535;0;0;0;0;0;0;0;0;0;0
134;;254501;254502;0;0;0;254511;254512;0;0;0;254521;254522;0;0;0;254531;254532;254533;254534;254535;0;0;0;0;0;0;0;0;0;0
135;;220501;220502;0;0;0;220511;220512;0;0;0;220521;220522;0;0;0;220531;220532;220533;220534;220535;0;0;0;0;0;0;0;0;0;0
136;;220501;220502;0;0;0;220511;220512;0;0;0;220521;220522;0;0;0;220531;220532;220533;220534;220535;0;0;0;0;0;0;0;0;0;0
139;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
140;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
142;;252501;252502;0;0;0;252511;252512;0;0;0;252521;252522;0;0;0;252531;252532;252533;252534;252535;0;0;0;0;0;0;0;0;0;0
143;;252501;252502;0;0;0;252511;252512;0;0;0;252521;252522;0;0;0;252531;252532;252533;252534;252535;0;0;0;0;0;0;0;0;0;0
144;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
145;;224501;224502;0;0;0;224511;224512;0;0;0;224521;224522;0;0;0;224531;224532;224533;224534;224535;0;0;0;0;0;0;0;0;0;0
146;;224501;224502;0;0;0;224511;224512;0;0;0;224521;224522;0;0;0;224531;224532;224533;224534;224535;0;0;0;0;0;0;0;0;0;0
147;;259501;259502;0;0;0;259511;259512;0;0;0;259521;259522;0;0;0;259531;259532;259533;259534;259535;0;0;0;0;0;0;0;0;0;0
148;;259501;259502;0;0;0;259511;259512;0;0;0;259521;259522;0;0;0;259531;259532;259533;259534;259535;0;0;0;0;0;0;0;0;0;0
169;;257501;257502;0;0;0;257511;257512;0;0;0;257521;257522;0;0;0;257531;257532;257533;257534;257535;0;0;0;0;0;0;0;0;0;0
170;;261501;261502;0;0;0;261511;261512;0;0;0;261521;261522;0;0;0;261531;261532;261533;261534;261535;0;0;0;0;0;0;0;0;0;0
171;;264501;264502;0;0;0;264511;264512;0;0;0;264521;264522;0;0;0;264531;264532;264533;264534;264535;0;0;0;0;0;0;0;0;0;0
172;;264501;264502;0;0;0;264511;264512;0;0;0;264521;264522;0;0;0;264531;264532;264533;264534;264535;0;0;0;0;0;0;0;0;0;0
173;;264501;264502;0;0;0;264511;264512;0;0;0;264521;264522;0;0;0;264531;264532;264533;264534;264535;0;0;0;0;0;0;0;0;0;0
174;;267501;267502;0;0;0;267511;267512;0;0;0;267521;267522;0;0;0;267531;267532;267533;267534;267535;0;0;0;0;0;0;0;0;0;0
