Row ID;Row Name;Unk4
2000;;15
2100;;15
2200;None;15
900100;Drake Knight Helm * 1;1
900101;Drake Knight Armor * 1;1
900102;Scaled Armor * 1;1
900103;Perfumer Robe * 1;1
900104;Perfumer's Traveling Garb * 1;1
900105;Spellblade's Traveling Attire * 1;1
900106;Ronin's Armor * 1;1
900107;Blaidd's Armor * 1;1
900108;Black Knife Armor * 1;1
900109;Briar Armor * 1;1
900110;Page Garb * 1;1
900111;Night's Cavalry Helm * 1;1
900112;Night's Cavalry Armor * 1;1
900113;Blue Silver Mail Armor * 1;1
900114;Nomadic Merchant's Finery * 1;1
900115;Tree Sentinel Armor * 1;1
900116;Royal Knight Armor * 1;1
900117;Nox Monk Hood * 1;1
900118;Nox Monk Armor * 1;1
900119;Nox Swordstress Crown * 1;1
900120;Nox Swordstress Armor * 1;1
900121;Gravekeeper Cloak * 1;1
900122;Cleanrot Helm * 1;1
900123;Cleanrot Armor * 1;1
900124;Depraved Perfumer Robe * 1;1
900125;All-Knowing Armor * 1;1
900126;Twinned Armor * 1;1
900129;Prophet Robe * 1;1
900130;Astrologer Robe * 1;1
900131;Lionel's Armor * 1;1
900132;Hoslow's Armor * 1;1
900133;Vagabond Knight Armor * 1;1
900134;War Surgeon Gown * 1;1
900136;Veteran's Armor * 1;1
900137;Bloodhound Knight Armor * 1;1
900138;Festive Hood * 1;1
900139;Commoner's Garb * 1;1
900140;Commoner's Simple Garb * 1;1
900141;Raging Wolf Armor * 1;1
900142;Land of Reeds Armor * 1;1
900143;Confessor Hood * 1;1
900144;Confessor Armor * 1;1
900145;Finger Maiden Robe * 1;1
900147;Preceptor's Long Gown * 1;1
900149;Eccentric's Hood * 1;1
900150;Fingerprint Armor * 1;1
900151;Carian Knight Armor * 1;1
900152;Errant Sorcerer Robe * 1;1
900153;Gelmir Knight Armor * 1;1
900154;Godrick Knight Armor * 1;1
900155;Cuckoo Knight Armor * 1;1
900156;Leyndell Knight Armor * 1;1
900157;Redmane Knight Armor * 1;1
900158;Mausoleum Knight Armor * 1;1
900159;Haligtree Knight Armor * 1;1
900160;High Page Clothes * 1;1
900161;Rotten Gravekeeper Cloak * 1;1
900162;Beast Champion Armor * 1;1
900163;Snow Witch Robe * 1;1
900164;Crucible Axe Armor * 1;1
900165;Crucible Tree Armor * 1;1
900166;Fia's Robe * 1;1
900167;Alberich's Pointed Hat * 1;1
900168;Alberich's Robe * 1;1
900169;Traveling Maiden Robe * 1;1
900200;Elden Lord Armor * 1;1
900201;Radahn's Lion Armor * 1;1
900202;Lord of Blood's Robe * 1;1
900203;Maliketh's Armor * 1;1
900204;Malenia's Armor * 1;1
900300;Drake Knight Helm (Altered) * 1;1
900301;Drake Knight Armor (Altered) * 1;1
900302;Scaled Armor (Altered) * 1;1
900303;Perfumer Robe (Altered) * 1;1
900304;Perfumer's Traveling Garb (Altered) * 1;1
900305;Spellblade's Traveling Attire (Altered) * 1;1
900306;Ronin's Armor (Altered) * 1;1
900307;Blaidd's Armor (Altered) * 1;1
900308;Black Knife Armor (Altered) * 1;1
900309;Briar Armor (Altered) * 1;1
900310;Page Garb (Altered) * 1;1
900311;Night's Cavalry Helm (Altered) * 1;1
900312;Night's Cavalry Armor (Altered) * 1;1
900313;Blue Silver Mail Armor (Altered) * 1;1
900314;Nomadic Merchant's Finery (Altered) * 1;1
900315;Tree Sentinel Armor (Altered) * 1;1
900316;Royal Knight Armor (Altered) * 1;1
900317;Nox Monk Hood (Altered) * 1;1
900318;Nox Monk Armor (Altered) * 1;1
900319;Nox Swordstress Crown (Altered) * 1;1
900320;Nox Swordstress Armor (Altered) * 1;1
900321;Gravekeeper Cloak (Altered) * 1;1
900322;Cleanrot Helm (Altered) * 1;1
900323;Cleanrot Armor (Altered) * 1;1
900324;Depraved Perfumer Robe (Altered) * 1;1
900325;All-Knowing Armor (Altered) * 1;1
900326;Twinned Armor (Altered) * 1;1
900329;Prophet Robe (Altered) * 1;1
900330;Astrologer Robe (Altered) * 1;1
900331;Lionel's Armor (Altered) * 1;1
900332;Hoslow's Armor (Altered) * 1;1
900333;Vagabond Knight Armor (Altered) * 1;1
900334;War Surgeon Gown (Altered) * 1;1
900336;Veteran's Armor (Altered) * 1;1
900337;Bloodhound Knight Armor (Altered) * 1;1
900338;Festive Hood (Altered) * 1;1
900339;Commoner's Garb (Altered) * 1;1
900340;Commoner's Simple Garb (Altered) * 1;1
900341;Raging Wolf Armor (Altered) * 1;1
900342;Land of Reeds Armor (Altered) * 1;1
900343;Confessor Hood (Altered) * 1;1
900344;Confessor Armor (Altered) * 1;1
900345;Finger Maiden Robe (Altered) * 1;1
900347;Preceptor's Long Gown (Altered) * 1;1
900349;Eccentric's Hood (Altered) * 1;1
900350;Fingerprint Armor (Altered) * 1;1
900351;Carian Knight Armor (Altered) * 1;1
900352;Errant Sorcerer Robe (Altered) * 1;1
900353;Gelmir Knight Armor (Altered) * 1;1
900354;Godrick Knight Armor (Altered) * 1;1
900355;Cuckoo Knight Armor (Altered) * 1;1
900356;Leyndell Knight Armor (Altered) * 1;1
900357;Redmane Knight Armor (Altered) * 1;1
900358;Mausoleum Knight Armor (Altered) * 1;1
900359;Haligtree Knight Armor (Altered) * 1;1
900360;High Page Clothes (Altered) * 1;1
900361;Rotten Gravekeeper Cloak (Altered) * 1;1
900362;Beast Champion Armor (Altered) * 1;1
900363;Snow Witch Robe (Altered) * 1;1
900364;Crucible Axe Armor (Altered) * 1;1
900365;Crucible Tree Armor (Altered) * 1;1
900366;Fia's Robe (Altered) * 1;1
900367;Alberich's Pointed Hat (Altered) * 1;1
900368;Alberich's Robe (Altered) * 1;1
900369;Traveling Maiden Robe (Altered) * 1;1
900400;Elden Lord Armor (Altered) * 1;1
900401;Radahn's Lion Armor (Altered) * 1;1
900402;Lord of Blood's Robe (Altered) * 1;1
900403;Maliketh's Armor (Altered) * 1;1
900404;Malenia's Armor (Altered) * 1;1
