Row ID;Row Name;Disable Param - Network Test;Male - Message ID;Male - Voice ID;SpEffect ID [0];Motion ID [0];SpEffect ID [1];Motion ID [1];Return Position;Reaction ID;Event ID;Female - Message ID;Female - Voice ID;Lip Sync Start;Lip Sync Time;Voice Playback Timeout;Talk Animation ID;Force Subtitle Display
100;(dummyText);True;100;2000000;-1;-1;-1;-1;0;-1;-1;200;-1;-1;-1;-1;-1;False
200;(dummyText);True;200;-1;-1;-1;-1;-1;0;-1;-1;-1;-1;-1;-1;-1;-1;False
1400000;The fallen leaves tell a story.;True;14000000;14000000;-1;-1;-1;-1;0;-1;-1;14000000;14000000;-1;-1;-1;-1;False
1400010;The great Elden Ring was shattered.;True;14000100;14000100;-1;-1;-1;-1;0;-1;-1;14000100;14000100;-1;-1;-1;-1;False
1400020;In our home, across the fog, the Lands Between.;True;14000200;14000200;-1;-1;-1;-1;0;-1;-1;14000200;14000200;-1;-1;-1;-1;False
1400030;Now, Queen Marika the Eternal is nowhere to be found,;True;14000300;14000300;-1;-1;-1;-1;0;-1;-1;14000300;14000300;-1;-1;-1;-1;False
1400040;and in the Night of the Black Knives, Godwyn the Golden was first to perish.;True;14000400;14000400;-1;-1;-1;-1;0;-1;-1;14000400;14000400;-1;-1;-1;-1;False
1400050;Soon, Marika's offspring, demigods all, claimed the shards of the Elden Ring.;True;14000500;14000500;-1;-1;-1;-1;0;-1;-1;14000500;14000500;-1;-1;-1;-1;False
1400060;The mad taint of their newfound strength triggered the Shattering.;True;14000600;14000600;-1;-1;-1;-1;0;-1;-1;14000600;14000600;-1;-1;-1;-1;False
1400080;A war from which no lord arose.;True;14000800;14000800;-1;-1;-1;-1;0;-1;-1;14000800;14000800;-1;-1;-1;-1;False
1400090;A war leading to abandonment by the Greater Will.;True;14000900;14000900;-1;-1;-1;-1;0;-1;-1;14000900;14000900;-1;-1;-1;-1;False
1500000;Arise now, ye Tarnished.;True;15000000;15000000;-1;-1;-1;-1;0;-1;-1;15000000;15000000;-1;-1;-1;-1;False
1500010;Ye dead, who yet live.;True;15000100;15000100;-1;-1;-1;-1;0;-1;-1;15000100;15000100;-1;-1;-1;-1;False
1500020;The call of long-lost grace speaks to us all.;True;15000200;15000200;-1;-1;-1;-1;0;-1;-1;15000200;15000200;-1;-1;-1;-1;False
1500030;Hoarah Loux, chieftain of the badlands.;True;15000300;15000300;-1;-1;-1;-1;0;-1;-1;15000300;15000300;-1;-1;-1;-1;False
1500040;The ever-brilliant Goldmask.;True;15000400;15000400;-1;-1;-1;-1;0;-1;-1;15000400;15000400;-1;-1;-1;-1;False
1500050;Fia, the Deathbed Companion.;True;15000500;15000500;-1;-1;-1;-1;0;-1;-1;15000500;15000500;-1;-1;-1;-1;False
1500060;The loathsome Dung Eater.;True;15000600;15000600;-1;-1;-1;-1;0;-1;-1;15000600;15000600;-1;-1;-1;-1;False
1500070;And Sir Gideon Ofnir, the All-knowing.;True;15000700;15000700;-1;-1;-1;-1;0;-1;-1;15000700;15000700;-1;-1;-1;-1;False
1500080;<blank>;True;15000800;15000800;-1;-1;-1;-1;0;-1;-1;15000800;15000800;-1;-1;-1;-1;False
2001500;Don't worry Torrent, fortune is on his side.;False;20015000;20015000;-1;-1;-1;-1;0;-1;-1;20015001;20015001;-1;-1;-1;-1;False
2001510;We found him here, after all.;False;20015100;20015100;-1;-1;-1;-1;0;-1;-1;20015101;20015101;-1;-1;-1;-1;False
2001520;One of his kind is sure to seek the Elden Ring.;False;20015200;20015200;-1;-1;-1;-1;0;-1;-1;20015201;20015201;-1;-1;-1;-1;False
2001530;...Even if it does violate the Golden Order...;False;20015300;20015300;-1;-1;-1;-1;0;-1;-1;20015300;20015300;-1;-1;-1;-1;False
2001900;<blank>;False;20019000;20019000;-1;-1;-1;-1;0;-1;-1;20019000;20019000;-1;-1;-1;-1;False
2003000;Foul Tarnished,;False;20030000;20030000;-1;-1;-1;-1;0;-1;-1;20030000;20030000;-1;-1;-1;-1;False
2003010;In search of the Elden Ring.;False;20030100;20030100;-1;-1;-1;-1;0;-1;-1;20030100;20030100;-1;-1;-1;-1;False
2003020;Emboldened by the flame of ambition.;False;20030200;20030200;-1;-1;-1;-1;0;-1;-1;20030200;20030200;-1;-1;-1;-1;False
2003030;Hrah!;False;20030300;20030300;-1;-1;-1;-1;0;-1;-1;20030300;20030300;-1;-1;-1;-1;False
2003040;Someone must extinguish thy flame.;False;20030400;20030400;-1;-1;-1;-1;0;-1;-1;20030400;20030400;-1;-1;-1;-1;False
2003050;Let it be Margit the Fell!;False;20030500;20030500;-1;-1;-1;-1;0;-1;-1;20030500;20030500;-1;-1;-1;-1;False
2003900;<blank>;False;20039000;20039000;-1;-1;-1;-1;0;-1;-1;20039000;20039000;-1;-1;-1;-1;False
2004000;Mighty dragon, thou'rt a trueborn heir.;False;20040000;20040000;-1;-1;-1;-1;0;-1;-1;20040000;20040000;-1;-1;-1;-1;False
2004010;Lend me thy strength, o kindred.;False;20040100;20040100;-1;-1;-1;-1;0;-1;-1;20040100;20040100;-1;-1;-1;-1;False
2004020;Deliver me unto greater heights.;False;20040200;20040200;-1;-1;-1;-1;0;-1;-1;20040200;20040200;-1;-1;-1;-1;False
2004030;...Well.;False;20040300;20040300;-1;-1;-1;-1;0;-1;-1;20040300;20040300;-1;-1;-1;-1;False
2004040;A lowly Tarnished,;False;20040400;20040400;-1;-1;-1;-1;0;-1;-1;20040400;20040400;-1;-1;-1;-1;False
2004041;playing as a lord.;False;20040410;20040410;-1;-1;-1;-1;0;-1;-1;20040410;20040410;-1;-1;-1;-1;False
2004050;I command thee, kneel!;False;20040500;20040500;-1;-1;-1;-1;0;-1;-1;20040500;20040500;-1;-1;-1;-1;False
2004060;I am the lord of all that is golden!;False;20040600;20040600;-1;-1;-1;-1;0;-1;-1;20040600;20040600;-1;-1;-1;-1;False
2004900;<blank>;False;20049000;20049000;-1;-1;-1;-1;0;-1;-1;20049000;20049000;-1;-1;-1;-1;False
2005000;<blank>;False;20050000;20050000;-1;-1;-1;-1;0;-1;-1;20050000;20050000;-1;-1;-1;-1;False
2005001;<blank>;False;20050010;20050010;-1;-1;-1;-1;0;-1;-1;20050010;20050010;-1;-1;-1;-1;False
2005010;<panting>;False;20050100;20050100;-1;-1;-1;-1;0;-1;-1;20050100;20050100;-1;-1;-1;-1;False
2005020;Ahh, truest of dragons.;False;20050200;20050200;-1;-1;-1;-1;0;-1;-1;20050200;20050200;-1;-1;-1;-1;False
2005030;Lend me thy strength...;False;20050300;20050300;-1;-1;-1;-1;0;-1;-1;20050300;20050300;-1;-1;-1;-1;False
2005040;Nnngh!;False;20050400;20050400;-1;-1;-1;-1;0;-1;-1;20050400;20050400;-1;-1;-1;-1;False
2005050;<panting>;False;20050500;20050500;-1;-1;-1;-1;0;-1;-1;20050500;20050500;-1;-1;-1;-1;False
2005060;Forefathers, one and all...;False;20050600;20050600;-1;-1;-1;-1;0;-1;-1;20050600;20050600;-1;-1;-1;-1;False
2005080;Bear witness!;False;20050800;20050800;-1;-1;-1;-1;0;-1;-1;20050800;20050800;-1;-1;-1;-1;False
2005900;<blank>;False;20059000;20059000;-1;-1;-1;-1;0;-1;-1;20059000;20059000;-1;-1;-1;-1;False
2007000;It's been a long while, Morgott.;False;20070000;20070000;-1;-1;-1;-1;0;-1;-1;20070000;20070000;-1;-1;-1;-1;False
2007001;;False;20070010;20070010;-1;-1;-1;-1;0;-1;-1;20070010;20070010;-1;-1;-1;-1;False
2007010;Long and hard didst thou fight.;False;20070100;20070100;-1;-1;-1;-1;0;-1;-1;20070100;20070100;-1;-1;-1;-1;False
2007011;;False;20070110;20070110;-1;-1;-1;-1;0;-1;-1;20070110;20070110;-1;-1;-1;-1;False
2007020;Tarnished Warrior.;False;20070200;20070200;-1;-1;-1;-1;0;-1;-1;20070200;20070200;-1;-1;-1;-1;False
2007021;Spurned by the grace of gold.;False;20070210;20070210;-1;-1;-1;-1;0;-1;-1;20070210;20070210;-1;-1;-1;-1;False
2007030;Be assured, the Elden Ring;False;20070300;20070300;-1;-1;-1;-1;0;-1;-1;20070300;20070300;-1;-1;-1;-1;False
2007040;resteth close at hand.;False;20070400;20070400;-1;-1;-1;-1;0;-1;-1;20070400;20070400;-1;-1;-1;-1;False
2007050;Alas, I am returned.;False;20070500;20070500;-1;-1;-1;-1;0;-1;-1;20070500;20070500;-1;-1;-1;-1;False
2007060;To be granted audience once more.;False;20070600;20070600;-1;-1;-1;-1;0;-1;-1;20070600;20070600;-1;-1;-1;-1;False
2007061;;False;20070610;20070610;-1;-1;-1;-1;0;-1;-1;20070610;20070610;-1;-1;-1;-1;False
2007070;Upon my name as Godfrey,;False;20070700;20070700;-1;-1;-1;-1;0;-1;-1;20070700;20070700;-1;-1;-1;-1;False
2007071;;False;20070710;20070710;-1;-1;-1;-1;0;-1;-1;20070710;20070710;-1;-1;-1;-1;False
2007080;The first Elden Lord!;False;20070800;20070800;-1;-1;-1;-1;0;-1;-1;20070800;20070800;-1;-1;-1;-1;False
2007081;;False;20070810;20070810;-1;-1;-1;-1;0;-1;-1;20070810;20070810;-1;-1;-1;-1;False
2007900;<blank>;False;20079000;20079000;-1;-1;-1;-1;0;-1;-1;20079000;20079000;-1;-1;-1;-1;False
2008000;Nngh!;False;20080000;20080000;-1;-1;-1;-1;0;-1;-1;20080000;20080000;-1;-1;-1;-1;False
2008010;That will be all.;False;20080100;20080100;-1;-1;-1;-1;0;-1;-1;20080100;20080100;-1;-1;-1;-1;False
2008020;Thou didst me good service, Serosh.;False;20080200;20080200;-1;-1;-1;-1;0;-1;-1;20080200;20080200;-1;-1;-1;-1;False
2008030;I've given thee courtesy enough.;False;20080300;20080300;-1;-1;-1;-1;0;-1;-1;20080300;20080300;-1;-1;-1;-1;False
2008050;Rrraaargh!;False;20080500;20080500;-1;-1;-1;-1;0;-1;-1;20080500;20080500;-1;-1;-1;-1;False
2008060;<exhales>;False;20080600;20080600;-1;-1;-1;-1;0;-1;-1;20080600;20080600;-1;-1;-1;-1;False
2008070;Now I fight as Hoarah Loux!;False;20080700;20080700;-1;-1;-1;-1;0;-1;-1;20080700;20080700;-1;-1;-1;-1;False
2008080;Warrior!;False;20080800;20080800;-1;-1;-1;-1;0;-1;-1;20080800;20080800;-1;-1;-1;-1;False
2008900;<blank>;False;20089000;20089000;-1;-1;-1;-1;0;-1;-1;20089000;20089000;-1;-1;-1;-1;False
2009900;<blank>;False;20099000;20099000;-1;-1;-1;-1;0;-1;-1;20099000;20099000;-1;-1;-1;-1;False
2010900;<blank>;False;20109000;20109000;-1;-1;-1;-1;0;-1;-1;20109000;20109000;-1;-1;-1;-1;False
2012900;<blank>;False;20129000;20129000;-1;-1;-1;-1;0;-1;-1;20129000;20129000;-1;-1;-1;-1;False
2014000;Dearest Miquella.;False;20140000;20140000;-1;-1;-1;-1;0;-1;-1;20140000;20140000;-1;-1;-1;-1;False
2014001;;False;20140010;20140010;-1;-1;-1;-1;0;-1;-1;20140010;20140010;-1;-1;-1;-1;False
2014010;You must abide alone a while.;False;20140100;20140100;-1;-1;-1;-1;0;-1;-1;20140100;20140100;-1;-1;-1;-1;False
2014520;Welcome, honoured guest.;False;20145200;20145200;-1;-1;-1;-1;0;-1;-1;20145200;20145200;-1;-1;-1;-1;False
2014530;To the birthplace of our dynasty!;False;20145300;20145300;-1;-1;-1;-1;0;-1;-1;20145300;20145300;-1;-1;-1;-1;False
2014900;<blank>;False;20149000;20149000;-1;-1;-1;-1;0;-1;-1;20149000;20149000;-1;-1;-1;-1;False
2016900;<blank>;False;20169000;20169000;-1;-1;-1;-1;0;-1;-1;20169000;20169000;-1;-1;-1;-1;False
2020900;<blank>;False;20209000;20209000;-1;-1;-1;-1;0;-1;-1;20209000;20209000;-1;-1;-1;-1;False
2021000;Foul Tarnished.;False;20210000;20210000;-1;-1;-1;-1;0;-1;-1;20210000;20210000;-1;-1;-1;-1;False
2021010;Graceless Tarnished.;False;20210100;20210100;-1;-1;-1;-1;0;-1;-1;20210100;20210100;-1;-1;-1;-1;False
2021020;What is thy business with these thrones?;False;20210200;20210200;-1;-1;-1;-1;0;-1;-1;20210200;20210200;-1;-1;-1;-1;False
2021030;Ahh...;False;20210300;20210300;-1;-1;-1;-1;0;-1;-1;20210300;20210300;-1;-1;-1;-1;False
2021040;Godrick the Golden.;False;20210400;20210400;-1;-1;-1;-1;0;-1;-1;20210400;20210400;-1;-1;-1;-1;False
2021050;The twin prodigies, Miquella and Malenia.;False;20210500;20210500;-1;-1;-1;-1;0;-1;-1;20210500;20210500;-1;-1;-1;-1;False
2021060;General Radahn.;False;20210600;20210600;-1;-1;-1;-1;0;-1;-1;20210600;20210600;-1;-1;-1;-1;False
2021070;Praetor Rykard.;False;20210700;20210700;-1;-1;-1;-1;0;-1;-1;20210700;20210700;-1;-1;-1;-1;False
2021080;Lunar Princess Ranni.;False;20210800;20210800;-1;-1;-1;-1;0;-1;-1;20210800;20210800;-1;-1;-1;-1;False
2021090;Wilful traitors, all.;False;20210900;20210900;-1;-1;-1;-1;0;-1;-1;20210900;20210900;-1;-1;-1;-1;False
2021100;Thy kind are all of a piece.;False;20211000;20211000;-1;-1;-1;-1;0;-1;-1;20211000;20211000;-1;-1;-1;-1;False
2021111;Pillagers. Emboldened by the flame of ambition.;False;20211110;20211110;-1;-1;-1;-1;0;-1;-1;20211110;20211110;-1;-1;-1;-1;False
2021120;Ngh!;False;20211200;20211200;-1;-1;-1;-1;0;-1;-1;20211200;20211200;-1;-1;-1;-1;False
2021130;Have it writ upon thy meagre grave:;False;20211300;20211300;-1;-1;-1;-1;0;-1;-1;20211300;20211300;-1;-1;-1;-1;False
2021140;Felled by King Morgott! Last of all kings.;False;20211400;20211400;-1;-1;-1;-1;0;-1;-1;20211400;20211400;-1;-1;-1;-1;False
2021900;<blank>;False;20219000;20219000;-1;-1;-1;-1;0;-1;-1;20219000;20219000;-1;-1;-1;-1;False
2023000;<blank>;False;20230000;20230000;-1;-1;-1;-1;0;-1;-1;20230000;20230000;-1;-1;-1;-1;False
2023010;O, Death.;False;20230100;20230100;-1;-1;-1;-1;0;-1;-1;20230100;20230100;-1;-1;-1;-1;False
2023020;Become my blade, once more.;False;20230200;20230200;-1;-1;-1;-1;0;-1;-1;20230200;20230200;-1;-1;-1;-1;False
2023030;<blank>;False;20230300;20230300;-1;-1;-1;-1;0;-1;-1;20230300;20230300;-1;-1;-1;-1;False
2023040;<blank>;False;20230400;20230400;-1;-1;-1;-1;0;-1;-1;20230400;20230400;-1;-1;-1;-1;False
2023050;<long exhalation>;False;20230500;20230500;-1;-1;-1;-1;0;-1;-1;20230500;20230500;-1;-1;-1;-1;False
2023900;<blank>;False;20239000;20239000;-1;-1;-1;-1;0;-1;-1;20239000;20239000;-1;-1;-1;-1;False
2024030;<children giggling>;False;20240300;20240300;-1;-1;-1;-1;0;-1;-1;20240300;20240300;-1;-1;-1;-1;False
2024510;Hush, little culver.;False;20245100;20245100;-1;-1;-1;-1;0;-1;-1;20245100;20245100;-1;-1;-1;-1;False
2024520;I'll soon birth thee anew, a sweeting fresh and pure...;False;20245200;20245200;-1;-1;-1;-1;0;-1;-1;20245200;20245200;-1;-1;-1;-1;False
2024900;<blank>;False;20249000;20249000;-1;-1;-1;-1;0;-1;-1;20249000;20249000;-1;-1;-1;-1;False
2025500;Ahh, my beloved...;False;20250000;20255000;-1;-1;-1;-1;0;-1;-1;20250000;20255000;-1;-1;-1;-1;False
2025510;Have no fear, I will hold thee. Patience...;False;20255100;20255100;-1;-1;-1;-1;0;-1;-1;20255100;20255100;-1;-1;-1;-1;False
2025520;Ye will be countless born, forever and ever.;False;20255200;20255200;-1;-1;-1;-1;0;-1;-1;20255200;20255200;-1;-1;-1;-1;False
2025530;Upon my name as Ranni the Witch.;False;20255300;20255300;-1;-1;-1;-1;0;-1;-1;20255300;20255300;-1;-1;-1;-1;False
2025541;Mother's rich slumber shall not be;False;20255410;20255410;-1;-1;-1;-1;0;-1;-1;20255410;20255410;-1;-1;-1;-1;False
2025550;Foul trespasser.;False;20255500;20255500;-1;-1;-1;-1;0;-1;-1;20255500;20255500;-1;-1;-1;-1;False
2025560;Send word far and wide.;False;20255600;20255600;-1;-1;-1;-1;0;-1;-1;20255600;20255600;-1;-1;-1;-1;False
2025570;Of the last Queen of Caria,;False;20255700;20255700;-1;-1;-1;-1;0;-1;-1;20255700;20255700;-1;-1;-1;-1;False
2025580;And the majesty of the night;False;20255800;20255800;-1;-1;-1;-1;0;-1;-1;20255800;20255800;-1;-1;-1;-1;False
2025900;<blank>;False;20259000;20259000;-1;-1;-1;-1;0;-1;-1;20259000;20259000;-1;-1;-1;-1;False
2026000;I dreamt for so long.;False;20260000;20260000;-1;-1;-1;-1;0;-1;-1;20260000;20260000;-1;-1;-1;-1;False
2026010;My flesh was dull gold...and my blood, rotted.;False;20260100;20260100;-1;-1;-1;-1;0;-1;-1;20260100;20260100;-1;-1;-1;-1;False
2026020;Corpse after corpse, left in my wake...;False;20260200;20260200;-1;-1;-1;-1;0;-1;-1;20260200;20260200;-1;-1;-1;-1;False
2026030;As I awaited...his return.;False;20260300;20260300;-1;-1;-1;-1;0;-1;-1;20260300;20260300;-1;-1;-1;-1;False
2026040;...Heed my words.;False;20260400;20260400;-1;-1;-1;-1;0;-1;-1;20260400;20260400;-1;-1;-1;-1;False
2026050;I am Malenia.;False;20260500;20260500;-1;-1;-1;-1;0;-1;-1;20260500;20260500;-1;-1;-1;-1;False
2026060;And I have never known defeat.;False;20260600;20260600;-1;-1;-1;-1;0;-1;-1;20260600;20260600;-1;-1;-1;-1;False
2026900;<blank>;False;20269000;20269000;-1;-1;-1;-1;0;-1;-1;20269000;20269000;-1;-1;-1;-1;False
2027500;Wait.;False;20275000;20275000;-1;-1;-1;-1;0;-1;-1;20275000;20275000;-1;-1;-1;-1;False
2027510;The scarlet bloom flowers once more.;False;20275100;20275100;-1;-1;-1;-1;0;-1;-1;20275100;20275100;-1;-1;-1;-1;False
2027520;You will witness true horror.;False;20275200;20275200;-1;-1;-1;-1;0;-1;-1;20275200;20275200;-1;-1;-1;-1;False
2027530;Now, rot!;False;20275300;20275300;-1;-1;-1;-1;0;-1;-1;20275300;20275300;-1;-1;-1;-1;False
2027900;<blank>;False;20279000;20279000;-1;-1;-1;-1;0;-1;-1;20279000;20279000;-1;-1;-1;-1;False
2028900;<blank>;False;20289000;20289000;-1;-1;-1;-1;0;-1;-1;20289000;20289000;-1;-1;-1;-1;False
2029000;Farewell, then.;False;20290000;20290000;-1;-1;-1;-1;0;-1;-1;20290000;20290000;-1;-1;-1;-1;False
2029010;May your visit be fruitful.;False;20290100;20290100;-1;-1;-1;-1;0;-1;-1;20290100;20290100;-1;-1;-1;-1;False
2029900;<blank>;False;20299000;20299000;-1;-1;-1;-1;0;-1;-1;20299000;20299000;-1;-1;-1;-1;False
2030000;Hmm...;False;20300000;20300000;-1;-1;-1;-1;0;-1;-1;20300000;20300000;-1;-1;-1;-1;False
2030010;Very well.;False;20300100;20300100;-1;-1;-1;-1;0;-1;-1;20300100;20300100;-1;-1;-1;-1;False
2030020;You...;False;20300200;20300200;-1;-1;-1;-1;0;-1;-1;20300200;20300200;-1;-1;-1;-1;False
2030031;Join the Serpent King, as family...;False;20300310;20300310;-1;-1;-1;-1;0;-1;-1;20300310;20300310;-1;-1;-1;-1;False
2030041;Together, we will devour the very gods!;False;20300410;20300410;-1;-1;-1;-1;0;-1;-1;20300410;20300410;-1;-1;-1;-1;False
2030900;<blank>;False;20309000;20309000;-1;-1;-1;-1;0;-1;-1;20309000;20309000;-1;-1;-1;-1;False
2031900;<blank>;False;20319000;20319000;-1;-1;-1;-1;0;-1;-1;20319000;20319000;-1;-1;-1;-1;False
2032900;<blank>;False;20329000;20329000;-1;-1;-1;-1;0;-1;-1;20329000;20329000;-1;-1;-1;-1;False
2034900;<blank>;False;20349000;20349000;-1;-1;-1;-1;0;-1;-1;20349000;20349000;-1;-1;-1;-1;False
2034910;<blank>;False;20349100;20349100;-1;-1;-1;-1;0;-1;-1;20349100;20349100;-1;-1;-1;-1;False
2034920;<blank>;False;20349200;20349200;-1;-1;-1;-1;0;-1;-1;20349200;20349200;-1;-1;-1;-1;False
2035900;<blank>;False;20359000;20359000;-1;-1;-1;-1;0;-1;-1;20359000;20359000;-1;-1;-1;-1;False
2036900;<blank>;False;20369000;20369000;-1;-1;-1;-1;0;-1;-1;20369000;20369000;-1;-1;-1;-1;False
2037900;<blank>;False;20379000;20379000;-1;-1;-1;-1;0;-1;-1;20379000;20379000;-1;-1;-1;-1;False
2038900;<blank>;False;20389000;20389000;-1;-1;-1;-1;0;-1;-1;20389000;20389000;-1;-1;-1;-1;False
2038910;<blank>;False;20389100;20389100;-1;-1;-1;-1;0;-1;-1;20389100;20389100;-1;-1;-1;-1;False
2038920;<blank>;False;20389200;20389200;-1;-1;-1;-1;0;-1;-1;20389200;20389200;-1;-1;-1;-1;False
2039000;<blank>;False;20390000;20390000;-1;-1;-1;-1;0;-1;-1;20390000;20390000;-1;-1;-1;-1;False
2039010;<blank>;False;20390100;20390100;-1;-1;-1;-1;0;-1;-1;20390100;20390100;-1;-1;-1;-1;False
2039020;<blank>;False;20390200;20390200;-1;-1;-1;-1;0;-1;-1;20390200;20390200;-1;-1;-1;-1;False
2039030;<blank>;False;20390300;20390300;-1;-1;-1;-1;0;-1;-1;20390300;20390300;-1;-1;-1;-1;False
2039040;<blank>;False;20390400;20390400;-1;-1;-1;-1;0;-1;-1;20390400;20390400;-1;-1;-1;-1;False
2039100;General Radahn is cursed ever to wander.;False;20391000;20391000;-1;-1;-1;-1;0;-1;-1;20391000;20391000;-1;-1;-1;-1;False
2039101;Before we begin, allow me to paint you the full picture.;False;20391010;20391010;-1;-1;-1;-1;0;-1;-1;20391010;20391010;-1;-1;-1;-1;False
2039110;Eaten from the inside, by Malenia's scarlet rot, his wits are long gone.;False;20391100;20391100;-1;-1;-1;-1;0;-1;-1;20391100;20391100;-1;-1;-1;-1;False
2039120;Now he gathers the corpses of former friends and foes alike, gorging on them, like a dog.;False;20391200;20391200;-1;-1;-1;-1;0;-1;-1;20391200;20391200;-1;-1;-1;-1;False
2039130;Howling at the sky.;False;20391300;20391300;-1;-1;-1;-1;0;-1;-1;20391300;20391300;-1;-1;-1;-1;False
2039900;;False;20399000;20399000;-1;-1;-1;-1;0;-1;-1;20399000;20399000;-1;-1;-1;-1;False
