Row ID;Row Name;Disable Param - Network Test;Param String
0;;False;Armour
100;;False;Armour
101;;False;Armour
102;;False;Armour
103;;False;Armour
104;;False;Armour
105;;False;Armour
106;;False;Armour
107;;False;Armour
108;;False;LeatherArmour
109;;False;Nude
110;;False;Nude
111;;False;Nude
112;;False;Armour
113;;False;Cloth
114;;False;Armour
115;;False;Cloth
116;;False;Armour
117;;False;Cloth
118;;False;Armour
119;;False;Armour
120;;False;Armour
121;;False;Armour
122;;False;Armour
123;;False;Armour
124;;False;Armour
125;;False;Armour
126;;False;Armour
127;;False;Armour
128;;False;Armour
129;;False;Armour
130;;False;Armour
131;;False;Armour
132;;False;Armour
133;;False;Armour
134;;False;Armour
135;;False;Armour
136;;False;Armour
137;;False;Armour
138;;False;Armour
139;;False;Armour
140;;False;Armour
141;;False;Armour
142;;False;Armour
143;;False;Armour
144;;False;ChainMail
145;;False;Armour
146;;False;Nude
147;;False;Nude
148;;False;Armour
149;;False;Armour
150;;False;Armour
151;;False;Armour
152;;False;Armour
153;;False;Armour
154;;False;Armour
155;;False;Armour
156;;False;Armour
157;;False;Armour
158;;False;Armour
159;;False;Armour
160;;False;Armour
161;;False;Armour
162;;False;Armour
163;;False;Armour
164;;False;Armour
165;;False;Armour
