Row ID;Row Name;Unk0;Unk1;Unk2;Unk3;Unk4;Unk5;Unk6;Unk7
0;;-1;0;125;0;0;0;0;0
1;;3003;0;86;0;0;0;0;0
2;;3003;0;100;0;0;0;0;0
3;;3002;0;99;0;0;0;0;0
4;;3002;0;101;0;0;0;0;0
5;;2010;0;114;0;0;0;0;0
6;;2005;0;126;0;0;0;0;0
7;;2004;0;102;0;0;0;0;0
8;;3005;0;-1;0;0;0;0;0
9;;3005;0;-1;0;0;0;0;0
10;;3004;0;-1;0;0;0;0;0
11;;3004;0;-1;0;0;0;0;0
12;;2011;0;85;0;8;0;0;0
13;;2000;0;190;0;0;0;0;0
14;;2001;0;195;0;0;0;0;0
15;;2003;0;193;3;9;0;0;0
16;;2002;0;192;3;10;0;0;0
17;;2009;0;-1;0;2;0;0;0
18;;3001;0;-1;3;2;0;0;0
19;;2008;0;-1;0;1;0;0;0
20;;3000;0;-1;3;1;0;0;0
21;;2006;0;88;0;0;0;0;0
22;;2007;0;87;0;0;0;0;0
23;;2000;0;102;0;0;0;0;0
24;;2013;0;70;0;0;0;0;0
25;;2012;0;103;0;0;0;0;0
26;;2000;0;190;0;0;0;0;0
27;;2001;0;195;0;0;0;0;0
28;;2003;0;193;0;0;0;0;0
29;;2002;0;192;0;0;0;0;0
30;;3003;0;86;0;0;0;0;0
31;;3003;0;100;0;0;0;0;0
32;;3002;0;101;0;0;0;0;0
33;;3002;0;99;0;0;0;0;0
34;;2900;0;87;0;0;0;0;0
35;;-1;0;-1;0;2;0;0;0
36;;2900;0;-1;0;0;0;0;0
37;;2901;0;85;0;0;0;0;0
38;;2901;0;-1;0;0;0;0;0
39;;2008;0;113;0;0;0;0;0
40;;2009;0;114;0;0;0;0;0
41;;2007;0;102;0;0;0;0;0
42;;2006;0;88;0;0;0;0;0
43;;-1;0;-1;0;1;0;0;0
44;;-1;0;-1;0;9;0;0;0
45;;-1;0;-1;0;10;0;0;0
46;;2010;0;89;0;0;0;0;0
47;;2011;0;90;0;0;0;0;0
48;;3000;0;115;0;0;0;0;0
49;;3001;0;116;0;0;0;0;0
50;;3010;0;-1;0;9;0;0;0
51;;3011;0;-1;0;10;0;0;0
