Row ID;Row Name;Disable Param - Network Test;Param String
0;;False;Boots
100;;False;Boots
101;;False;Boots
102;;False;Boots
103;;False;Barefoot
104;;False;Boots
105;;False;Boots
106;;False;Boots
107;;False;Boots
108;;False;Boots
109;;False;Barefoot
110;;False;Barefoot
111;;False;Barefoot
112;;False;Boots
113;;False;Cloth
114;;False;Boots
115;;False;Cloth
116;;False;Boots
117;;False;Boots
118;;False;Boots
119;;False;Boots
120;;False;Boots
121;;False;Boots
122;;False;Boots
123;;False;Boots
124;;False;Boots
125;;False;Boots
126;;False;Boots
127;;False;Boots
128;;False;Boots
129;;False;Boots
130;;False;Boots
131;;False;Boots
132;;False;Boots
133;;False;Boots
134;;False;Boots
135;;False;Boots
136;;False;Boots
137;;False;Boots
138;;False;Boots
139;;False;Boots
140;;False;Boots
141;;False;Boots
142;;False;Boots
143;;False;Boots
144;;False;Boots
145;;False;Boots
146;;False;Barefoot
147;;False;Barefoot
148;;False;Boots
149;;False;Boots
150;;False;Boots
151;;False;Boots
152;;False;Boots
153;;False;Boots
154;;False;Boots
155;;False;Boots
156;;False;Boots
157;;False;Boots
158;;False;Boots
159;;False;Boots
160;;False;Boots
161;;False;Boots
162;;False;Boots
163;;False;Boots
164;;False;Boots
165;;False;Boots
