Row ID,Row Name,Unknown,Location Event ID,Warp Event ID,Unknown,Unknown,Area - Text ID,List ID,Show in Menu,Ceremony ID,Online Area ID,Unk0,Unk1,Unk2,Unk3,Unk4,Unk5,Unk6,Unk7,Unk8,Unk9,Unk10,Unk11,Unk12,Unk13,Unk14,Unk15,Unk16,Unk17,Unk18,Unk19,Unk20,Unk21,Unk22,Unk23,Unk24
100000,[Stormveil Castle] Godrick the Grafted,1,71000,10001950,65470464,2,10000,0,0,0,65537,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,100,6410,-1,-1
100001,[Stormhill] Margit, the Fell Omen,0,71001,10001951,1966080,2,61001,0,0,0,65537,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,100,6410,-1,-1
100002,[Stormhill] Castleward Tunnel,0,71002,10001952,1310720,2,61001,0,0,0,65537,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,100,6411,-1,-1
100003,[Stormveil Castle] Gateside Chamber,0,71003,10001953,2621440,2,10000,0,0,0,65537,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,100,6411,-1,-1
100004,[Stormveil Castle] Stormveil Cliffside,0,71004,10001954,3276800,2,10000,0,0,0,65537,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,100,6411,-1,-1
100005,[Stormveil Castle] Rampart Tower,0,71005,10001955,3932160,2,10000,0,0,0,65537,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,100,6411,-1,-1
100006,[Stormveil Castle] Liftside Chamber,1,71006,10001956,4587520,2,10000,0,0,0,65537,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,100,6411,-1,-1
100007,[Stormveil Castle] Secluded Cell,1,71007,10001957,5242880,2,10000,0,0,0,65537,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,100,6411,-1,-1
100008,[Stormveil Castle] Stormveil Main Gate,0,71008,10001958,1966080,2,10000,0,0,0,65537,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,100,6411,-1,-1
110000,[Leyndell, Royal Capital] Elden Throne,1,71100,11001950,65470464,2,11000,0,0,0,65537,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,100,6410,-1,-1
110001,[Leyndell, Royal Capital] Erdtree Sanctuary,1,71101,11001951,655360,2,11000,0,0,0,65537,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,100,6410,-1,-1
110002,[Leyndell, Royal Capital] East Capital Rampart,1,71102,11001952,1310720,2,11000,0,0,0,65537,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,100,6411,-1,-1
110003,[Leyndell, Royal Capital] Lower Capital Church,1,71103,11001953,1966080,2,11000,0,0,0,65537,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,100,6411,-1,-1
110004,[Leyndell, Royal Capital] Avenue Balcony,1,71104,11001954,2621440,2,11000,0,0,0,65537,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,100,6410,-1,-1
110005,[Leyndell, Royal Capital] West Capital Rampart,1,71105,11001955,3276800,2,11000,0,0,0,65537,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,100,6411,-1,-1
110007,[Leyndell, Royal Capital] Queen's Bedchamber,1,71107,11001957,4587520,2,11000,0,0,0,65537,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,100,6410,-1,-1
110008,[Leyndell, Royal Capital] Fortified Manor, First Floor,1,71108,11001958,5242880,2,11000,0,0,0,65537,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,100,6411,-1,-1
110009,[Leyndell, Royal Capital] Divine Bridge,1,71109,11001959,5898240,2,11000,0,0,0,65537,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,100,6410,-1,-1
110500,[Leyndell, Ashen Capital] Elden Throne,1,71120,11051950,65470464,2,11050,0,0,0,65537,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,100,6411,-1,-1
