Row ID,Row Name,Attacker - Character ID,Defender - Character ID,Distance,Angle Difference - Min,Angle Difference - Max,Upper Y Range,Lower Y Range,Angle Difference - To Defender,Throw Type ID,Attacker - Animation ID,Defender - Animation ID,Self Escape - HP,Self Escape - Cycle Time,Sphere Cast - Radius Rate Top,Sphere Cast - Radius Rate Low,Pad Type,Attack Enable State,Attacker - Absorb Dummy ID,Defender - Absorb Dummy ID,Throw Type,Self Escape - Cycle Int,Dummy Has Character Direction Type,Is Turn Attacker,Is Skip Weapon Cast,Is Skip Sphere Cast,Unk,Unk,Unk,Unk,Unk,Attacker - Absorb Dummy ID - Sub,Defender - Absorb Dummy ID - Sub,Distance 2,Angle Difference - Min 2,Angle Difference - Max 2,Upper Y Range 2,Lower Y Range 2,Angle Difference - To Defender 2,Perform - Dummy ID 0,Perform - Dummy ID 1
10,,0,0,1.5,-180,180,0.5,0.65,60,10,45080,70630,0,0,70,70,1,0,0,0,0,0,0,False,True,False,True,False,False,False,False,231,0,0,0,0,0,0,0,-1,-1
11,,0,0,1.5,-180,180,0.5,0.65,60,11,45180,70630,0,0,70,70,1,0,0,0,0,0,0,False,True,False,True,False,False,False,False,231,0,0,0,0,0,0,0,-1,-1
20,,0,0,1.5,-180,180,0.5,0.65,60,20,40090,70010,0,0,70,70,1,0,0,0,0,0,0,False,True,False,True,False,False,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10000000,,0,0,1.5,-60,60,0.5,0.65,60,0,31710,70000,0,0,70,70,1,0,1,0,1,0,0,False,False,False,True,False,True,False,False,230,0,1.5,-35,35,0.4,0.55,70,-1,-1
10201020,,0,2010,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10210020,,0,2100,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10250020,,0,2500,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10300020,,0,3000,1.7,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10301020,,0,3010,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10302020,,0,3020,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10306020,,0,3060,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10306120,,0,3061,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10307020,,0,3070,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10308020,,0,3080,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10315020,,0,3150,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10320020,,0,3200,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10320120,,0,3201,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10330020,,0,3300,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10332020,,0,3320,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,20,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10335020,,0,3350,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10336020,,0,3360,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,40,40,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10336120,,0,3361,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,40,40,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10337020,,0,3370,2,-180,180,0.65,0.65,60,20,40090,11010,0,0,40,40,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10337120,,0,3371,2,-180,180,0.65,0.65,60,20,40090,11010,0,0,40,40,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10340020,,0,3400,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10345020,,0,3450,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10345120,,0,3451,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,70,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10346020,,0,3460,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,70,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10347020,,0,3470,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10347120,,0,3471,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10350020,,0,3500,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10351020,,0,3510,1.6,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10355020,,0,3550,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10360020,,0,3600,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10361020,,0,3610,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10362020,,0,3620,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,70,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10365020,,0,3650,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10366020,,0,3660,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10366120,,0,3661,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10366220,,0,3662,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10366420,,0,3664,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10366520,,0,3665,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10366620,,0,3666,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10370020,,0,3700,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10370120,,0,3701,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10370220,,0,3702,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10370320,,0,3703,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10370420,,0,3704,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10375020,,0,3750,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10380020,,0,3800,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,False,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10381020,,0,3810,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,40,40,1,0,0,0,0,0,0,True,True,False,True,False,False,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10385020,,0,3850,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10386020,,0,3860,1.8,-180,180,0.45,0.45,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10390020,,0,3900,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10390120,,0,3901,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10395020,,0,3950,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,40,40,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10397020,,0,3970,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10405020,,0,4050,1.5,-180,180,0.5,0.65,60,20,40090,11010,0,0,70,70,1,0,0,0,0,0,0,False,True,False,True,False,False,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10410020,,0,4100,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10410120,,0,4101,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10412020,,0,4120,2,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10430020,,0,4300,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10431020,,0,4310,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10431120,,0,4311,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,False,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10431220,,0,4312,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,False,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10431320,,0,4313,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,False,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10431420,,0,4314,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,False,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10431520,,0,4315,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,False,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10431620,,0,4316,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,False,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10432120,,0,4321,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10435020,,0,4350,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10435120,,0,4351,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10435220,,0,4352,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10435320,,0,4353,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10435420,,0,4354,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10435520,,0,4355,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10435620,,0,4356,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
10435820,,0,4358,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,0,0,0,0,True,True,False,True,False,True,False,False,249,0,1.5,0,0,0.4,0.55,0,-1,-1
