Row ID,Row Name,Unk0,Unk1,Unk2,Unk3,Unk4,Unk5,Unk6,Unk7,Unk8,Unk9,Unk10,Unk11,Unk12,Unk13,Unk14,Unk15
80000,,0,8000,3010,0,0,900,-1,180,5,5,5,-180,180,0,0,0
300081001,,3000,8100,-1,1,1,511,-1,30,3,0.5,0.65,150,-150,0,0,0
300081011,,3000,8101,-1,11,11,511,-1,30,5,0.5,0.65,150,-150,0,0,0
300081101,,3000,8110,-1,21,21,511,-1,30,3,0.5,0.65,150,-150,0,0,0
300090090,,3000,9009,-1,2,2,512,-1,60,3,0.5,0.65,-30,30,0,0,0
300090091,,3000,9009,-1,2,2,512,-1,60,3,0.5,0.65,150,-150,0,0,0
300090092,,3000,9009,-1,2,2,512,-1,60,3,0.5,0.65,-150,-30,0,0,0
300090093,,3000,9009,-1,2,2,512,-1,60,3,0.5,0.65,30,150,0,0,0
315031600,,3150,3160,-1,2,2,512,-1,180,3,0.5,0.65,-30,30,0,0,0
315031601,,3150,3160,-1,2,2,512,-1,180,3,0.5,0.65,150,-150,0,0,0
315031602,,3150,3160,-1,2,2,512,-1,180,3,0.5,0.65,-150,-30,0,0,0
315031603,,3150,3160,-1,2,2,512,-1,180,3,0.5,0.65,30,150,0,0,0
317031802,,3170,3180,-1,2,2,512,-1,60,3,0.5,0.65,-180,0,0,0,0
317031803,,3170,3180,-1,3,3,513,-1,60,3,0.5,0.65,0,180,0,0,0
320032102,,3200,3210,-1,2,2,512,-1,60,3,0.5,0.65,-180,0,0,0,0
320032103,,3200,3210,-1,3,3,513,-1,60,3,0.5,0.65,0,180,0,0,0
330042800,,3300,4280,-1,2,2,512,-1,60,3,0.5,0.65,-30,30,0,0,0
330042801,,3300,4280,-1,2,2,512,-1,60,3,0.5,0.65,150,-150,0,0,0
330042802,,3300,4280,-1,2,2,512,-1,60,3,0.5,0.65,-150,-30,0,0,0
330042803,,3300,4280,-1,2,2,512,-1,60,3,0.5,0.65,30,150,0,0,0
350081001,,3500,8100,-1,1,1,511,-1,30,3,0.5,0.65,150,-150,0,0,0
350081011,,3500,8101,-1,11,11,511,-1,30,5,0.5,0.65,150,-150,0,0,0
350081101,,3500,8110,-1,21,21,511,-1,30,3,0.5,0.65,150,-150,0,0,0
405040601,,4050,4060,-1,1,1,511,-1,60,4,0.5,0.65,140,-140,0,0,0
405040602,,4050,4060,-1,2,2,512,-1,60,3,0.5,0.65,-140,0,0,0,0
405040603,,4050,4060,-1,3,3,513,-1,60,3,0.5,0.65,0,140,0,0,0
435043601,,4350,4360,-1,1,1,511,-1,60,4,0.5,0.65,140,-140,0,0,0
435043602,,4350,4360,-1,2,2,512,-1,60,3,0.5,0.65,-140,0,0,0,0
435043603,,4350,4360,-1,3,3,513,-1,60,3,0.5,0.65,0,140,0,0,0
