Row ID,Row Name,Caption Text ID,Icon ID,Required Property ID,Compare Type,Required Property Format ID,Developer Caption
100,,0,-1,0,0,0
101,,0,-1,0,0,0
102,,0,-1,0,0,0
103,,11351,-1,0,2,0
104,,0,-1,0,2,0
105,,0,-1,0,0,0
110,,11004,-1,0,0,0
111,,0,-1,0,0,0
112,,11005,-1,0,0,0
113,,0,-1,0,0,0
120,,12000,31020,0,0,0,
121,,12010,31021,0,0,0
130,,0,-1,0,0,0
131,,0,-1,0,0,0
132,,0,-1,0,0,0
140,,0,-1,0,0,0
150,,0,-1,0,0,0
151,,0,-1,152,0,0
152,,0,-1,0,0,0
153,,0,-1,0,0,0
155,,0,-1,0,0,0
156,,0,-1,157,0,0
157,,0,-1,0,0,0
158,,0,-1,0,0,0
160,,0,-1,0,0,0
161,,0,-1,162,0,0
162,,0,-1,0,0,0
163,,0,-1,0,0,0
165,,0,-1,0,0,0
166,,0,-1,167,0,0
167,,0,-1,0,0,0
168,,0,-1,0,0,0
199,,0,-1,0,0,0
200,,11360,-1,0,0,0,Z
201,,11310,-1,0,1,0,d
202,,11311,-1,0,1,0,d
203,,11312,-1,0,1,0,d
204,,11313,-1,0,1,0,d
205,,11318,-1,0,1,0,d
209,,11043,-1,0,2,0,
210,,11042,-1,0,2,0,
220,,0,-1,0,0,0,Ĭ
221,,0,-1,0,0,0
222,,0,-1,0,0,0
223,,11009,-1,0,0,0
235,,0,-1,10008,1,0
300,,11001,-1,0,0,0,x
301,,11003,-1,0,0,0,
302,,11006,-1,0,1,0,
310,,11010,-1,0,1,0
311,,11011,-1,0,1,0
312,,11012,-1,0,1,0
313,,11013,-1,0,1,0
314,,11014,-1,0,1,0
315,,0,-1,0,1,0,
316,,0,-1,0,1,0,
317,,0,-1,0,1,0,
318,,0,-1,0,1,0,
319,,0,-1,0,1,0,
320,,11032,-1,0,1,0
321,,11033,-1,0,1,0
322,,11030,-1,0,1,0
326,,-1,-1,0,1,0
327,,-1,-1,0,1,0
328,,-1,-1,0,1,0
329,,-1,-1,0,1,0
330,,11050,-1,0,1,0
331,,11051,-1,0,1,0
332,,11052,-1,0,1,0
333,,11053,-1,0,1,0
334,,11054,-1,0,1,0
338,,11035,-1,0,1,0
339,,11036,-1,0,1,0
340,,11020,-1,0,1,0,
341,,11021,-1,0,1,0,
342,,11022,-1,0,1,0,
343,,11023,-1,0,1,0,
344,,11024,-1,0,1,0,
